area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p08a;p08b;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p231;p232;p233;p24;p25;p251;p26;p27;p28;p29;p30;p31;p32;p33;p34;p341;p35;p351;p36;p37;p38;p381;p39;p40;p41;p42;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p59;p60a;p60b;p60c;p60d;p60e;p60f;p60g;p60h;p60i;p60j;p60k;p61b1;p61c1;p61c2;p61c3;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;p79;p80;p81;p82;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;ced01a;ingrl;fexp;condact;secemp;empleo;desempleo;grupo1;rama1;ingpc;pobreza;epobreza;nnivins;estrato;upm;id_vivienda;id_hogar;id_persona;periodo
2;130152;900702;005;01;1;04;2;26;3;3;10;6;2; ; ; ;3;6;6; ; ; ;6;2;130150;4;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;207,211715727246;9; ; ; ; ; ;28,3333333333333;1;1;4;1321;130152900702;13015290070200501;130152900702005011;13015290070200501104;202012
2;130152;900702;005;01;1;05;2;13;3;3;10;6;1;1;1;1; ;5;9;1; ; ;6;1; ;4;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;207,211715727246;0; ; ; ; ; ;28,3333333333333;1;1;3;1321;130152900702;13015290070200501;130152900702005011;13015290070200501105;202012
2;130152;900702;005;01;1;06;2;13;3;3;10;6;1;1;1;1; ;5;9;1; ; ;6;1; ;4;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;207,211715727246;0; ; ; ; ; ;28,3333333333333;1;1;3;1321;130152900702;13015290070200501;130152900702005011;13015290070200501106;202012
2;130152;900702;005;02;1;01;1;63;1;10;10;5;2; ; ; ;11;1; ;2; ; ;5;1; ;1;1; ; ; ; ; ; ;30;2;2; ;2;1;10;1;4; ; ; ; ; ; ; ; ; ; ; ;111;6111;4; ;6;2;2;2;2;2;2;2;2;2;2;2;40;11;1;2;3;2;1;30; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ;180;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;180;207,211715727246;2;2;1; ;6;1;115;0;0;1;1321;130152900702;13015290070200502;130152900702005021;13015290070200502101;202012
2;130152;900702;005;02;1;02;2;59;2;10;10;5;2; ; ; ;11;4;3;1; ; ;5;2;130156;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;10; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;207,211715727246;9; ; ; ; ; ;115;0;0;3;1321;130152900702;13015290070200502;130152900702005021;13015290070200502102;202012
2;130152;900702;005;03;1;01;1;51;1;10;10;2;2; ; ; ;11;4;6;1; ; ;6;1; ;1;1; ; ; ; ; ; ;30;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;111;6114;4; ;6;2;2;2;2;2;2;2;2;2;2;2;31;11;1;3;3;2;1;30; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1; ; ; ; ;240;0;2; ; ; ; ;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;240;207,211715727246;4;2;1; ;6;1;290;0;0;3;1321;130152900702;13015290070200503;130152900702005031;13015290070200503101;202012
2;130152;900702;005;04;1;01;1;52;1;3;10;5;2; ; ; ;5;4;6;1; ; ;6;1; ;1;1; ; ; ; ; ; ;40; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;111;6114;4; ;6;2;2;2;2;2;2;2;2;2;2;2;30;11;1;3;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;2;1;2;3;3;3;1; ; ; ; ;280;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;280;207,211715727246;4;2;1; ;6;1;79,6;1;0;3;1321;130152900702;13015290070200504;130152900702005041;13015290070200504101;202012
2;130152;900702;005;04;1;02;2;48;2;3;10;5;2; ; ; ;11;4;6;1; ; ;6;1; ;2;1; ; ; ; ; ; ;15;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;145;6320;6;2; ; ; ; ; ; ; ; ; ; ; ; ;23;9;1;2;3;2;1;15; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;2;0;1;80;20; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;60;207,211715727246;4;2;1; ;6;1;79,6;1;0;3;1321;130152900702;13015290070200504;130152900702005041;13015290070200504102;202012
2;130152;900702;005;04;1;03;2;28;3;3;10;6;2; ; ; ;7;4;6;1; ; ;6;2;130150;2;2;8; ; ; ; ; ;12;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;145;9212;7; ; ; ; ; ; ; ; ; ; ; ; ; ;10;9;1;2;3;2;1;12; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;207,211715727246;5;2;1; ;9;1;79,6;1;0;3;1321;130152900702;13015290070200504;130152900702005041;13015290070200504103;202012
2;130152;900702;005;04;1;04;1;16;3;3;10;6;1;1;1;2; ;5;10;1; ; ;6;2;130150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;207,211715727246;9; ; ; ; ; ;79,6;1;0;3;1321;130152900702;13015290070200504;130152900702005041;13015290070200504104;202012
2;130152;900702;005;04;1;05;2;14;3;3;10;6;1;1;1;2; ;5;8;1; ; ;6;2;130150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;207,211715727246;0; ; ; ; ; ;79,6;1;0;3;1321;130152900702;13015290070200504;130152900702005041;13015290070200504105;202012
2;130152;900702;005;05;1;01;1;56;1;3;10;5;2; ; ; ;11;4;2;1; ; ;5;1; ;2;1; ; ; ; ; ; ;30;2;2; ;2;1;20;1;4; ; ; ; ; ; ; ; ; ; ; ;111;6111;4; ;6;2;2;2;2;2;2;2;2;2;2;2;26;11;1;3;3;2;2;30;10;0;122;6112;6;2;10;1;1;3;2;1; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3; ; ; ; ;196;0;2; ;100;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;306;207,211715727246;2;2;1; ;6;1;54,3333333333333;1;0;3;1321;130152900702;13015290070200505;130152900702005051;13015290070200505101;202012
2;130152;900702;005;05;1;02;2;53;2;3;10;5;2; ; ; ;11;4;6;1; ; ;5;1; ;2;1; ; ; ; ; ; ;10;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4781;5211;6;2; ; ; ; ; ; ; ; ; ; ; ; ;2;9;1;1;3;2;1;10; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3;100;2; ;80; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;207,211715727246;4;2;1; ;5;7;54,3333333333333;1;0;3;1321;130152900702;13015290070200505;130152900702005051;13015290070200505102;202012
2;130152;900702;005;05;1;03;1;24;3;10;10;5;2; ; ; ;3;5;10;1; ; ;5;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;8; ; ; ; ; ;1;2;1;18;5610;9412;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;3;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;207,211715727246;7; ; ;1; ; ;54,3333333333333;1;0;3;1321;130152900702;13015290070200505;130152900702005051;13015290070200505103;202012
2;130152;900702;005;05;1;04;1;22;3;10;10;6;1;5;1;1; ;9;4; ;2; ;5;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;3;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;207,211715727246;9; ; ; ; ; ;54,3333333333333;1;0;5;1321;130152900702;13015290070200505;130152900702005051;13015290070200505104;202012
2;130152;900702;005;05;1;05;2;25;4;10;10;5;2; ; ; ;15;5;7;1; ; ;5;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;3;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;207,211715727246;9; ; ; ; ; ;54,3333333333333;1;0;3;1321;130152900702;13015290070200505;130152900702005051;13015290070200505105;202012
2;130152;900702;005;05;1;06;2;3;5;10;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;207,211715727246;0; ; ; ; ; ;54,3333333333333;1;0; ;1321;130152900702;13015290070200505;130152900702005051;13015290070200505106;202012
2;130152;900702;005;06;1;01;1;50;1;10;10;5;2; ; ; ;11;4;4;1; ; ;5;1; ;1;1; ; ; ; ; ; ;21;2;2; ;1;1;14;1;4; ; ; ; ; ; ; ; ; ; ; ;127;6112;4; ;6;2;2;2;2;2;2;2;2;2;2;2;33;11;1;3;3;2;1;21; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ;120;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;120;207,211715727246;2;2;1; ;6;1;83,3333333333333;1;0;3;1321;130152900702;13015290070200506;130152900702005061;13015290070200506101;202012
2;130152;900702;005;06;1;02;2;56;2;10;10;5;2; ; ; ;11;4;4;1; ; ;5;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;207,211715727246;9; ; ; ; ; ;83,3333333333333;1;0;3;1321;130152900702;13015290070200506;130152900702005061;13015290070200506102;202012
2;130152;900702;005;06;1;03;1;21;3;10;10;6;2; ; ; ;11;5;6;1; ; ;5;1; ;1;1; ; ; ; ; ; ;14;2;2; ;1;1;20;1;4; ; ; ; ; ; ; ; ; ; ; ;111;6111;4; ;6;2;2;2;2;2;2;2;2;2;2;2;0;11;1;4;3;2;1;14; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ;80;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;80;207,211715727246;2;2;1; ;6;1;83,3333333333333;1;0;3;1321;130152900702;13015290070200506;130152900702005061;13015290070200506103;202012
2;130152;900702;005;07;1;01;2;47;1;10;10;2;2; ; ; ;11;1; ;2; ; ;6;1; ;1;1; ; ; ; ; ; ;40; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5610;5131;2; ;3;1;2;2;2;2;2;2;2;2;2;2;10;1;1;7;2;1;1;40; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;2;2;2;5;3;3;1; ; ; ; ;0;0;2; ; ; ; ;2; ;2; ;1;120;2; ;2; ;2; ;1;120;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;207,211715727246;4;1;1; ;5;9;60;1;0;1;1321;130152900702;13015290070200507;130152900702005071;13015290070200507101;202012
2;130152;900702;005;07;1;02;1;17;3;10;10;6;1;1;1;1; ;7;2; ; ; ;6;2;130150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;207,211715727246;9; ; ; ; ; ;60;1;0;4;1321;130152900702;13015290070200507;130152900702005071;13015290070200507102;202012
2;130351;900702;009;01;1;01;1;59;1;3;10;5;2; ; ; ;5;4;6;1; ; ;5;1; ;2;1; ; ; ; ; ; ;48; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;127;6114;6;2; ; ; ; ; ; ; ; ; ; ; ; ;40;10;1;1;3;1;1;48; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;3;3;3;1;120;2; ;40; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;80;133,419704404936;4;1;1; ;6;1;40;1;1;3;1321;130351900702;13035190070200901;130351900702009011;13035190070200901101;202012
2;130351;900702;009;01;1;02;2;57;2;3;10;5;2; ; ; ;8;6;3; ; ; ;5;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;133,419704404936;9; ; ; ; ; ;40;1;1;3;1321;130351900702;13035190070200901;130351900702009011;13035190070200901102;202012
2;130351;900702;009;02;1;01;1;68;1;3;10;2;2; ; ; ;1;4;6;1; ; ;5;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;100;2; ;1;100;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;133,419704404936;9; ; ; ; ; ;200;0;0;3;1321;130351900702;13035190070200902;130351900702009021;13035190070200902101;202012
2;130351;900702;009;03;1;01;1;52;1;3;10;1;2; ; ; ;5;4;6;1; ; ;5;1; ;1;1; ; ; ; ; ; ;48; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;122;6112;6;2; ; ; ; ; ; ; ; ; ; ; ; ;40;10;1;1;3;1;1;48; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;3;3;3;1;250;2; ;50; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;200;133,419704404936;4;1;1; ;6;1;100;0;0;3;1321;130351900702;13035190070200903;130351900702009031;13035190070200903101;202012
2;130351;900702;009;03;1;02;2;54;2;3;10;1;2; ; ; ;8;4;6;1; ; ;5;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;133,419704404936;9; ; ; ; ; ;100;0;0;3;1321;130351900702;13035190070200903;130351900702009031;13035190070200903102;202012
2;130351;900702;009;09;1;01;1;53;1;10;10;5;2; ; ; ;5;4;6;1; ; ;6;1; ;2;1; ; ; ; ; ; ;30;6;2; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;150;6130;6;2; ; ; ; ; ; ; ; ; ; ; ; ;10;10;1;2;3;2;1;30; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1;200;1;20;50; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;170;133,419704404936;4;2;1; ;6;1;55;1;0;3;1321;130351900702;13035190070200909;130351900702009091;13035190070200909101;202012
2;130351;900702;009;09;1;02;2;42;2;10;10;5;2; ; ; ;3;4;6;1; ; ;6;1; ;2;1; ; ; ; ; ; ;20;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;150;9213;7; ; ; ; ; ; ; ; ; ; ; ; ; ;5;10;1;2;3;2;1;20; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;133,419704404936;5;2;1; ;9;1;55;1;0;3;1321;130351900702;13035190070200909;130351900702009091;13035190070200909102;202012
2;130351;900702;009;09;1;03;2;19;3;10;10;6;2; ; ; ;11;5;10;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;133,419704404936;9; ; ; ; ; ;55;1;0;3;1321;130351900702;13035190070200909;130351900702009091;13035190070200909103;202012
2;130351;900702;009;09;1;04;2;16;3;10;10;6;1;1;1;1; ;5;10;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;133,419704404936;9; ; ; ; ; ;55;1;0;3;1321;130351900702;13035190070200909;130351900702009091;13035190070200909104;202012
2;130950;900702;005;01;1;01;1;52;1;10;10;1;2; ; ; ;5;6;6; ; ; ;6;1; ;2;1; ; ; ; ; ; ;30;3;1; ;1;1;10;1;4; ; ; ; ; ; ; ; ; ; ; ;4922;8322;6;2; ; ; ; ; ; ; ; ; ; ; ; ;4;3;1;1;3;2;1;35; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1;290;2; ;120; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;170;583,488011601653;2;2;1; ;8;8;566;0;0;4;1322;130950900702;13095090070200501;130950900702005011;13095090070200501101;202012
2;130950;900702;005;01;1;02;2;52;2;1;10;1;2; ; ; ;2;9;5; ;1;30110301;6;1; ;2;1; ; ; ; ; ; ;40; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8510;2341;1; ;1;2;2;2;1;2;1;2;2;2;1;1;25;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1;3;1; ; ; ; ;850;112;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;962;583,488011601653;1;1;1; ;2;16;566;0;0;5;1322;130950900702;13095090070200501;130950900702005011;13095090070200501102;202012
2;130950;900702;005;02;1;01;1;45;1;10;10;1;2; ; ; ;7;4;6;1; ; ;5;1; ;1;1; ; ; ; ; ; ;48; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4100;9313;4; ;6;2;2;2;2;2;2;2;2;2;2;2;0;2;1;45;4;1;1;48; ; ; ; ; ; ; ; ; ; ; ;4;1;1;2;1;1;2;2;2;2;1;2;5;3;3;3; ; ; ; ;0;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;583,488011601653;4;1;1; ;9;6;148,333333333333;0;0;3;1322;130950900702;13095090070200502;130950900702005021;13095090070200502101;202012
2;130950;900702;005;02;1;02;2;40;2;1;10;1;2; ; ; ;5;4;6;1; ; ;5;1; ;1;1; ; ; ; ; ; ;40; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1020;7511;2; ;2;2;2;2;1;1;1;2;2;1;1;1;5;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;3;3;3; ; ; ; ;190;250;1;7; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;1;120;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;447;583,488011601653;1;1;1; ;7;3;148,333333333333;0;0;3;1322;130950900702;13095090070200502;130950900702005021;13095090070200502102;202012
2;130950;900702;005;02;1;03;1;14;3;1;10;6;1;1;1;2; ;5;9;1; ; ;5;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;3;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;583,488011601653;0; ; ; ; ; ;148,333333333333;0;0;3;1322;130950900702;13095090070200502;130950900702005021;13095090070200502103;202012
2;130950;900702;005;02;1;04;1;12;3;1;10;6;1;1;1;2; ;5;7;1; ; ;5;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;3;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;583,488011601653;0; ; ; ; ; ;148,333333333333;0;0;3;1322;130950900702;13095090070200502;130950900702005021;13095090070200502104;202012
