area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p081;p085;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p232;p233;p24;p25;p26;p27;p28;p29;p29a;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p421;p422;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;sp01;sp02a;sp02b;sp02c;sp02d;sp02e;sp02f;sp02g;sp02h;sp02i;sp02j;sp02k;sp02l;sp02m;sp02n;ced01a;estrato;fexp;nnivins;ingrl;ingpc;pobreza;epobreza;condact;empleo;desempleo;secemp;grupo1;rama1;upm;id_vivienda;id_hogar;id_persona;periodo
1;10150;003003;022;07;1;02;2;41;3;1;10;6;2; ; ; ;2;10;2; ;1;50410301;6;2;100150;2;1; ; ; ; ; ;8;6; ;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8411;3323;1; ; ; ;1;2;2;2;1;2;1;2;2;2;1;1;7;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1200;133;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;10;10;10;3;6;7;7;8;6;7;9;8;8;7;1;2712;67,3798961002884;5;1333;605,333333333333;0;0;1;1; ;1;3;15;010150003003;01015000300302207;010150003003022071;01015000300302207102;202206
1;10150;003003;022;07;1;03;2;38;3;1;10;6;2; ; ; ;2;9;5; ;1;30110501;6;2;100150;2;1; ; ; ; ; ;16;6; ;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8510;2341;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;5;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;425;58;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;1;2712;67,3798961002884;5;483;605,333333333333;0;0;1;1; ;1;2;16;010150003003;01015000300302207;010150003003022071;01015000300302207103;202206
1;10150;003003;022;08;1;01;1;64;1;1;10;1;2; ; ; ;5;6;5; ; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;460;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;2;3;2;3;3;3;3;3;3;3;3;3;3;1;2712;67,3798961002884;4; ;138,571428571429;0;0;9; ; ; ; ; ;010150003003;01015000300302208;010150003003022081;01015000300302208101;202206
1;10150;003003;022;08;1;02;2;50;2;1;10;1;2; ; ; ;3;6;3; ; ; ;6;1; ;1;1; ; ; ; ; ;20;1; ;1;1;20; ;7; ; ; ; ; ; ; ; ; ;1410;7533;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;30;9;1;1;3;2;1;20; ; ; ; ; ; ; ; ; ; ; ;1;220;2; ;30; ; ; ; ; ; ; ;2; ;2; ;1;80;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;7;3;5;4;5;5;4;3;5;4;5;4;2;3;1;2712;67,3798961002884;3;190;138,571428571429;0;0;2;1; ;2;7;3;010150003003;01015000300302208;010150003003022081;01015000300302208102;202206
1;10150;003003;022;08;1;03;1;26;3;10;10;6;1;2;1;4; ;9;4; ;2; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;9;7;6;5;5;7;3;8;5;5;7;7;7;6;1;2712;67,3798961002884;5; ;138,571428571429;0;0;9; ; ; ; ; ;010150003003;01015000300302208;010150003003022081;01015000300302208103;202206
1;10150;003003;022;08;1;04;2;23;3;10;10;6;2; ; ; ;3;7;3; ; ; ;6;1; ;1;2;11; ; ; ; ;15;1; ;3;1;30; ;1;4; ; ; ; ; ; ; ; ;4669;9612;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;1;3;2;1;15; ; ; ; ; ; ; ; ; ; ; ;5;120;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6;5;6;6;6;6;6;6;7;6;7;6;6;5;1;2712;67,3798961002884;4;120;138,571428571429;0;0;2;1; ;2;9;7;010150003003;01015000300302208;010150003003022081;01015000300302208104;202206
1;10150;003003;022;08;1;05;2;22;3;10;10;6;2; ; ; ;3;7;3; ; ; ;1;1; ;1;2;11; ; ; ; ;15;1; ;3;1;30; ;3;4; ; ; ; ; ; ; ; ;4669;9612;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;1;3;2;1;15; ; ; ; ; ; ; ; ; ; ; ;5;120;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;6;8;7;7;8;7;7;7;7;5;6;7;5;6;1;2712;67,3798961002884;4;120;138,571428571429;0;0;2;1; ;2;9;7;010150003003;01015000300302208;010150003003022081;01015000300302208105;202206
1;10150;003003;022;08;1;06;2;20;3;10;10;6;1;2;1;4; ;7;3; ; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;10;6;7;6;7;7;6;6;6;6;7;7;6;6;1;2712;67,3798961002884;4; ;138,571428571429;0;0;9; ; ; ; ; ;010150003003;01015000300302208;010150003003022081;01015000300302208106;202206
1;10150;003003;022;08;1;07;2;16;3;10;10;6;1;2;1;4; ;7;1; ; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;8;8;9;8;9;7;8;6;5;8;9;7;8;7;1;2712;67,3798961002884;4; ;138,571428571429;0;0;9; ; ; ; ; ;010150003003;01015000300302208;010150003003022081;01015000300302208107;202206
1;10150;003003;022;09;1;01;1;89;1;10;10;1;2; ; ; ;1;4;6;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;1;2712;67,3798961002884;3; ;120;0;0;9; ; ; ; ; ;010150003003;01015000300302209;010150003003022091;01015000300302209101;202206
1;10150;003003;022;09;1;02;2;82;2;1;10;1;2; ; ; ;1;4;6;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;360;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;6;5;6;3;3;8;8;10;7;3;5;5;6;6;1;2712;67,3798961002884;3; ;120;0;0;9; ; ; ; ; ;010150003003;01015000300302209;010150003003022091;01015000300302209102;202206
1;10150;003003;022;09;1;03;1;44;3;10;10;6;2; ; ; ;7;4;6;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;1;2712;67,3798961002884;3; ;120;0;0;9; ; ; ; ; ;010150003003;01015000300302209;010150003003022091;01015000300302209103;202206
1;10150;003302;036;03;1;01;1;77;1;10;10;6;2; ; ; ;2;9;5; ;1;30730201;6;1; ;4;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;1;1000;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;3;5;3;4;7;5;6;6;7;7;8;7;7;6;1;2711;87,5720942103997;5; ;386,5;0;0;9; ; ; ; ; ;010150003302;01015000330203603;010150003302036031;01015000330203603101;202206
1;10150;003302;036;03;1;02;2;71;9;10;10;6;2; ; ; ;1;6;6; ; ; ;6;2;70955;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;5;5;4;4;5;5;4;4;5;5;6;4;99;4;1;2711;87,5720942103997;4; ;386,5;0;0;9; ; ; ; ; ;010150003302;01015000330203603;010150003302036031;01015000330203603102;202206
1;10150;003302;036;03;1;03;2;70;9;10;10;6;2; ; ; ;1;6;6; ; ; ;6;2;70955;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;7;6;7;8;9;9;9;9;9;8;8;9;8;6;1;2711;87,5720942103997;4; ;386,5;0;0;9; ; ; ; ; ;010150003302;01015000330203603;010150003302036031;01015000330203603103;202206
1;10150;003302;036;03;1;04;1;23;9;10;10;6;1;1;3;4; ;9;2; ;2; ;6;1; ;4;1; ; ; ; ; ;30;1; ;4; ; ;5; ; ; ; ; ; ; ; ; ; ;2395;3122;2; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;16;2;1;1;30; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;546;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;7;9;7;6;7;7;7;5;5;5;6;6;6;6;1;2711;87,5720942103997;5;546;386,5;0;0;1;1; ;1;3;3;010150003302;01015000330203603;010150003302036031;01015000330203603104;202206
1;10150;003302;036;05;1;01;1;50;1;1;10;1;2; ; ; ;3;4;6;1; ; ;6;2;111050;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;9700;6113;10; ; ; ;2;2;1;2;1;2;1;2;2;2;1;1;13;8;1;2; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;500;40;1;300; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6;6;6;6;5;8;9;6;5;8;5;8;9;9;1;2711;87,5720942103997;3;840;262,6;0;0;1;1; ;3;6;20;010150003302;01015000330203605;010150003302036051;01015000330203605101;202206
1;10150;003302;036;05;1;02;2;45;2;1;10;1;2; ; ; ;5;6;6; ; ; ;6;2;111050;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4773;5223;2; ; ; ;3;2;2;2;1;2;1;2;2;2;1;1;2;1;1;3;2;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;420;45;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;7;7;8;7;7;7;5;3;5;7;7;7;8;8;1;2711;87,5720942103997;4;465;262,6;0;0;1;1; ;1;5;7;010150003302;01015000330203605;010150003302036051;01015000330203605102;202206
1;10150;003302;036;05;1;03;2;24;3;10;10;6;1;5;1;4; ;9;4; ;2; ;6;2;111050;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;8;8;8;9;8;10;8;9;7;9;6;8;8;8;1;2711;87,5720942103997;5; ;262,6;0;0;9; ; ; ; ; ;010150003302;01015000330203605;010150003302036051;01015000330203605103;202206
1;10150;003302;036;05;1;04;1;22;3;10;10;6;1;5;1;4; ;9;2; ;2; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;5;5;4;5;5;6;7;7;6;6;4;6;7;6;1;2711;87,5720942103997;5; ;262,6;0;0;9; ; ; ; ; ;010150003302;01015000330203605;010150003302036051;01015000330203605104;202206
1;10150;003302;036;05;1;05;2;13;3;1;10;6;1;1;1;4; ;5;7;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;8;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2711;87,5720942103997;3; ;262,6;0;0;0; ; ; ; ; ;010150003302;01015000330203605;010150003302036051;01015000330203605105;202206
1;10150;003302;036;07;1;01;1;58;1;10;10;1;2; ; ; ;5;4;6;1; ; ;6;2;30156;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;2;4; ; ; ;1;3;4;1071;7512;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;200;2; ;2; ;2; ;2;2;2;1;2;2;2;2;2;2;2;2;3;5;5;6;6;5;6;6;6;6;6;6;5;6;6;5;1;2711;87,5720942103997;3; ;138,75;0;0;7; ;1; ; ; ;010150003302;01015000330203607;010150003302036071;01015000330203607101;202206
1;10150;003302;036;07;1;02;2;49;2;10;10;1;1;6;3;1; ;7;2; ; ; ;6;2;30355;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;6;7;0;0;1;5;5;0;3;0;0;0;5;6;3;2711;87,5720942103997;4; ;138,75;0;0;9; ; ; ; ; ;010150003302;01015000330203607;010150003302036071;01015000330203607102;202206
1;10150;003302;036;07;1;03;2;26;7;10;10;3;2; ; ; ;2;9;5; ;1;30720703;6;2;130150;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;1071;5230;2; ; ; ;3;2;2;2;2;2;2;2;2;2;2;2;0;1;1;7;2;1;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;350;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;8;8;9;7;9;9;8;9;9;8;9;9;8;9;1;2711;87,5720942103997;5;350;138,75;0;0;4;1; ;1;5;3;010150003302;01015000330203607;010150003302036071;01015000330203607103;202206
1;10150;003302;036;07;1;04;2;5;9;10;10; ;1;2;1;4; ;5;1;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2711;87,5720942103997;3; ;138,75;0;0;0; ; ; ; ; ;010150003302;01015000330203607;010150003302036071;01015000330203607104;202206
1;10150;003302;036;08;1;01;1;70;1;10;10;1;2; ; ; ;1;6;6; ; ; ;6;1; ;1;2;12;1;3;2;1;30;9; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ;4923;8332;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;3;1;1;3;1;1;30; ; ; ; ; ; ; ; ; ; ; ;5;450;2; ;100; ; ; ; ; ; ; ;1;500;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;6;6;5;5;5;4;5;5;6;7;7;5;6;4;1;2711;87,5720942103997;4;350;550;0;0;4;1; ;1;8;8;010150003302;01015000330203608;010150003302036081;01015000330203608101;202206
1;10150;003302;036;08;1;02;2;63;2;1;10;1;2; ; ; ;8;6;6; ; ; ;6;2;90150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;250;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;2;0;0;0;4;5;7;6;0;7;8;3;1;2711;87,5720942103997;4; ;550;0;0;9; ; ; ; ; ;010150003302;01015000330203608;010150003302036081;01015000330203608102;202206
1;10150;003302;036;10;1;01;1;51;1;1;10;6;2; ; ; ;5;6;6; ; ; ;6;1; ;1;1; ; ; ; ; ;50; ;1;4; ; ;5; ; ; ; ; ; ; ; ; ; ;4510;1120;5;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;25;6;1;30;1;1;1;50; ; ; ; ; ; ; ; ; ; ; ;1;7000;2; ;3500; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;5;3;4;5;5;6;5;5;5;5;5;7;7;4;3;2711;87,5720942103997;4;3500;3500;0;0;1;1; ;1;1;7;010150003302;01015000330203610;010150003302036101;01015000330203610101;202206
1;10150;004901;036;01;1;01;1;56;1;2;10;1;2; ; ; ;11;6;4; ; ; ;6;1; ;3;1; ; ; ; ; ;50; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4923;8332;5;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;18;3;1;2;3;1;1;50; ; ; ; ; ; ; ; ; ; ; ;2;1800;2; ;1100; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;7;5;8;4;4;6;4;1;0;2;0;1;6;6;1;2713;153,29047833882;4;700;325;0;0;1;1; ;1;8;8;010150004901;01015000490103601;010150004901036011;01015000490103601101;202206
1;10150;004901;036;01;1;02;2;52;2;2;10;1;2; ; ; ;11;4;6;1; ; ;6;1; ;3;1; ; ; ; ; ;48; ;1;4; ; ;4; ; ; ; ; ; ; ; ; ; ;4711;5221;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;16;6;1;1;2;1;1;48; ; ; ; ; ; ; ; ; ; ; ;2;2000;1;100;1500; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;4;8;5;5;8;6;5;3;1;3;2;5;2;6;1;2713;153,29047833882;3;600;325;0;0;1;1; ;1;5;7;010150004901;01015000490103601;010150004901036011;01015000490103601102;202206
1;10150;004901;036;01;1;03;2;25;3;10;10;6;2; ; ; ;17;9;5; ;2; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;10;6;0;0;5;0;1;5;1;0;2;5;6;1;2713;153,29047833882;5; ;325;0;0;9; ; ; ; ; ;010150004901;01015000490103601;010150004901036011;01015000490103601103;202206
1;10150;004901;036;01;1;04;2;20;3;10;10;6;1;1;1;4; ;7;3; ; ; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;6;5;3;7;3;2;2;3;2;4;1;2;3;3;1;2713;153,29047833882;4; ;325;0;0;9; ; ; ; ; ;010150004901;01015000490103601;010150004901036011;01015000490103601104;202206
1;10150;004901;036;02;1;01;1;41;1;10;10;1;2; ; ; ;5;9;1; ;2; ;6;1; ;1;1; ; ; ; ; ;45; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;3290;7317;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;3;9;1;2;2;1;1;45; ; ; ; ; ; ; ; ; ; ; ;5;3000;2; ;2000; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;8;10;9;9;8;8;8;9;8;9;5;7;8;8;1;2713;153,29047833882;5;1000;250;0;0;1;1; ;1;7;3;010150004901;01015000490103602;010150004901036021;01015000490103602101;202206
1;10150;004901;036;02;1;02;2;38;2;10;10;1;2; ; ; ;5;6;6; ; ; ;6;1; ;1;1; ; ; ; ; ;45; ;1;4; ; ;1; ; ; ; ; ; ; ; ; ; ;3290;9329;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;9;1;2;2;1;1;45; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;3;3;0;10;7;5;0;1;3;2;0;1;9;8;1;2713;153,29047833882;4; ;250;0;0;5;1; ;1;9;3;010150004901;01015000490103602;010150004901036021;01015000490103602102;202206
1;10150;004901;036;02;1;03;2;11;3;10;10; ;1;1;3;4; ;5;6;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2713;153,29047833882;3; ;250;0;0;0; ; ; ; ; ;010150004901;01015000490103602;010150004901036021;01015000490103602103;202206
1;10150;004901;036;02;1;04;2;6;3;10;10; ;1;1;3;4; ;5;1;2; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2713;153,29047833882;3; ;250;0;0;0; ; ; ; ; ;010150004901;01015000490103602;010150004901036021;01015000490103602104;202206
1;10150;004901;036;03;1;01;1;61;1;1;10;1;2; ; ; ;2;9;5; ;1;30110301;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;820;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;10;9;9;10;9;8;8;8;8;9;7;8;10;9;1;2713;153,29047833882;5; ;739;0;0;9; ; ; ; ; ;010150004901;01015000490103603;010150004901036031;01015000490103603101;202206
1;10150;004901;036;03;1;02;2;58;2;1;10;1;2; ; ; ;2;9;5; ;1;30110301;6;2;10153;1;1; ; ; ; ; ;40; ;1;4; ; ;4; ; ; ; ; ; ; ; ; ; ;8521;2341;1; ; ; ;1;2;2;2;1;2;1;2;2;2;1;1;30;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;817;100;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;6;2;6;5;5;7;7;3;5;6;3;4;7;8;1;2713;153,29047833882;5;917;739;0;0;1;1; ;1;2;16;010150004901;01015000490103603;010150004901036031;01015000490103603102;202206
