area;ciudad;conglomerado;panelm;vivienda;hogar;P01;p02;p03;p04;p05a;p05b;p06;p07;p08;p081;p085;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p232;p233;p24;p25;p26;p27;p28;p29;p29a;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p421;p422;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p75g;p76;p76h;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;ced01a;estrato;fexp;nnivins;ingrl;ingpc;pobreza;epobreza;condact;empleo;desempleo;secemp;grupo1;rama1;upm;id_vivienda;id_hogar;id_persona;periodo
1;10150;304;42;1;1;1;1;31;1;1;10;5;2; ; ; ;5;6;6; ; ; ;6;1; ;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8423;5412;1; ; ; ;1;2;2;2;1;1;1;2;2;1;1;1;10;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1000;100;1;21; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;4;1121;533,5;0;0;1;1; ;1;5;15;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;1;1;2;2;39;2;1;10;5;2; ; ; ;2;10;2; ;1;40110107;6;2;70150;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8521;2342;1; ; ; ;1;2;2;2;1;2;1;2;2;1;1;1;14;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;900;100;1;8; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;5;1008;533,5;0;0;1;1; ;1;2;16;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;1;1;3;1;1;3;1;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271; ; ;533,5;0;0;0; ; ; ; ; ;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;1;1;4;1;8;7;1;10; ;1;1;1;4; ;5;3;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;3; ;533,5;0;0;0; ; ; ; ; ;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;2;1;1;1;56;1;10;10;1;2; ; ; ;5;4;6;1; ; ;1;2;111150;1;1; ; ; ; ; ;35;1; ;4; ; ;5; ; ; ; ; ; ; ; ; ; ;5224;9333;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;30;4;1;1;3;2;1;35; ; ; ; ; ; ; ; ; ; ; ;5;320;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;3;320;143,6666667;0;0;4;1; ;2;9;8;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;2;1;2;2;30;3;10;10;6;2; ; ; ;5;6;1; ; ; ;1;2;111150;1;1; ; ; ; ; ;25;1; ;4; ; ;1; ; ; ; ; ; ; ; ; ; ;4799;9520;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;8;3;1;1;3;2;1;25; ; ; ; ; ; ; ; ; ; ; ;5;120;1;20;90; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1; ;55;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;3;50;143,6666667;0;0;4;1; ;2;9;7;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;2;1;3;1;7;5;10;10; ;1;1;1;4; ;5;1;1; ; ;1;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;6;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;3; ;143,6666667;0;0;0; ; ; ; ; ;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;3;1;1;1;33;1;10;10;1;2; ; ; ;5;4;6;1; ; ;6;2;111158;2;1; ; ; ; ; ;42; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;5224;9331;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;10;4;1;1;3;2;1;42; ; ; ; ; ; ; ; ; ; ; ;5;420;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;3;420;97;0;0;4;1; ;2;9;8;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;3;1;2;2;37;2;10;10;1;2; ; ; ;15;4;6;1; ; ;6;2;111158;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1; ;55;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;3; ;97;0;0;9; ; ; ; ; ;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;3;1;3;2;5;3;10;10; ;2; ; ; ;17;1; ;2; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;1; ;97;0;0;0; ; ; ; ; ;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;3;1;4;1;13;7;10;10;6;1;1;1;4; ;5;7;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;3; ;97;0;0;0; ; ; ; ; ;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;3;1;5;2;11;7;10;10; ;1;1;1;4; ;5;4;1; ; ;6;2;111158;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;3; ;97;0;0;0; ; ; ; ; ;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;4;1;1;2;78;1;10;10;6;2; ; ; ;1;6;6; ; ; ;6;2;10550;1;1; ; ; ; ; ;20;1; ;4; ; ;3; ; ; ; ; ; ; ; ; ; ;150;6330;6;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ;23;10;1;2;3;2;1;20; ; ; ; ; ; ; ; ; ; ; ;5;40;1;28;22; ; ; ; ; ; ; ;2; ;2; ;1;410;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;4;46;268;0;0;4;1; ;2;6;1;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;4;1;2;2;75;7;10;10;6;2; ; ; ;1;6;6; ; ; ;6;2;10450;1;1; ; ; ; ; ;20;1; ;4; ; ;3; ; ; ; ; ; ; ; ; ; ;150;9213;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20;10;1;2;3;2;1;20; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;80;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;4; ;268;0;0;5;1; ;2;9;1;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;5;1;1;1;30;1;1;10;6;2; ; ; ;2;9;6; ;1;30910205;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8610;2211;1; ; ; ;1;1;2;2;1;2;1;2;2;1;1;1;7;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1400;180;1;48; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;5;1628;542,6666667;0;0;1;1; ;1;2;17;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;5;1;2;2;52;6;2;10;3;2; ; ; ;11;6;3; ; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;3; ;542,6666667;0;0;9; ; ; ; ; ;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;5;1;3;1;25;7;10;10;6;1;5;1;4; ;9;4; ;2; ;6;3;170;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;5; ;542,6666667;0;0;9; ; ; ; ; ;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;6;1;1;2;48;1;10;10;4;2; ; ; ;8;4;6;1; ; ;1;2;111150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;20;2; ;1; ;55;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;3; ;147,5;0;0;9; ; ; ; ; ;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;6;1;2;2;24;3;10;10;6;2; ; ; ;5;7;3; ; ; ;1;2;111150;2;1; ; ; ; ; ;26;1; ;3;1;5; ;7; ; ; ; ; ; ; ; ; ;4799;9520;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;18;3;1;1;3;2;1;26; ; ; ; ; ; ; ; ; ; ; ;5;350;1;25;200; ; ; ; ; ; ; ;2; ;2; ;2; ;1;20;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;4;175;147,5;0;0;2;1; ;2;9;7;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;6;1;3;1;18;3;10;10;6;2; ; ; ;5;5;10;1; ; ;6;2;111150;3;1; ; ; ; ; ;24;1; ;4; ; ;5; ; ; ; ; ; ; ; ; ; ;5224;9331;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;4;1;1;3;2;1;24; ; ; ; ; ; ; ; ; ; ; ;5;320;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;3;320;147,5;0;0;4;1; ;2;9;8;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;6;1;4;1;0;5;10;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271; ; ;147,5;0;0;0; ; ; ; ; ;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;7;1;1;1;56;1;10;10;1;2; ; ; ;5;4;6;1; ; ;6;2;10550;2;1; ; ; ; ; ;32;1; ;1;1;8; ;7; ; ; ; ; ; ; ; ; ;4922;8322;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;20;3;1;1;3;2;1;32; ; ; ; ; ; ; ; ; ; ; ;5;600;2; ;100; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;3;500;127,5;0;0;2;1; ;2;8;8;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;7;1;2;2;43;2;10;10;1;2; ; ; ;15;4;6;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;3; ;127,5;0;0;9; ; ; ; ; ;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;7;1;3;1;14;3;10;10;6;1;2;1;4; ;5;7;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;7;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;3; ;127,5;0;0;0; ; ; ; ; ;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;304;42;7;1;4;2;5;3;10;10; ;1;1;1;4; ;5;0;2; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;3;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;328,2434271;3; ;127,5;0;0;0; ; ; ; ; ;10150000304;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;2103;49;1;1;1;1;68;1;1;10;1;2; ; ; ;2;9;5; ;1;30730201;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;600;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2713;52,79238488;5; ;488;0;0;9; ; ; ; ; ;10150002103;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;2103;49;1;1;2;2;71;2;1;10;1;2; ; ; ;11;6;6; ; ; ;6;2;140350;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;200;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2713;52,79238488;4; ;488;0;0;9; ; ; ; ; ;10150002103;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;2103;49;1;1;3;2;34;3;1;10;6;2; ; ; ;2;9;5; ;1;30730201;6;1; ;1;1; ; ; ; ; ;32;8; ;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4390;8342;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;3;1;1;15;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;600;64;2; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2713;52,79238488;5;664;488;0;0;1;1; ;1;8;6;10150002103;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;2103;49;3;1;1;2;44;1;10;10;2;2; ; ; ;11;4;6;1; ; ;6;2;10850;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;9;16; ; ; ;1;1;16;4773;5223;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;320;2; ;2;2; ; ;2; ;2;2;2;1;1;2;2;2;2;2;2;2;4;1;2713;52,79238488;3; ;320;0;0;7; ;1; ; ; ;10150002103;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;2103;49;5;1;1;2;70;1;10;10;4;2; ; ; ;1;6;3; ; ; ;6;2;30651;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2713;52,79238488;3; ;271,25;0;0;9; ; ; ; ; ;10150002103;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;2103;49;5;1;2;1;32;3;10;10;1;2; ; ; ;2;9;5; ;1;30710503;6;2;30150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;7;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2713;52,79238488;5; ;271,25;0;0;9; ; ; ; ; ;10150002103;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;2103;49;5;1;3;1;30;3;1;10;6;2; ; ; ;2;9;5; ;1;30610401;6;2;30150;1;1; ; ; ; ; ;32;8; ;4; ; ;6; ; ; ; ; ; ; ; ; ; ;6311;4132;2; ; ; ;2;2;2;2;1;1;1;2;2;2;1;1;1;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;417;43;1;5; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2713;52,79238488;5;465;271,25;0;0;1;1; ;1;4;10;10150002103;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;2103;49;5;1;4;1;29;3;10;10;6;2; ; ; ;2;9;5; ;1;30330101;6;2;30150;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;6910;2611;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;3;6;1;1;3;1;1;40; ; ; ; ; ; ; ; ; ; ; ;5;700;2; ;80; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2713;52,79238488;5;620;271,25;0;0;1;1; ;1;2;13;10150002103;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;2103;49;6;1;1;1;32;1;1;10;2;2; ; ; ;5;6;6; ; ; ;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8010;5414;2; ; ; ;2;2;2;2;1;1;1;2;2;1;1;1;5;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;417;43;1;40; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2713;52,79238488;4;500;555;0;0;1;1; ;1;5;14;10150002103;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;2103;49;6;1;2;2;58;6;1;10;6;2; ; ; ;5;4;3;1; ; ;6;2;60150;1;1; ; ; ; ; ;56; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;9700;9111;10; ; ; ;2;1;2;2;1;2;1;2;2;2;1;1;24;8;1;1; ; ;1;56; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;417;43;1;150; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2713;52,79238488;3;610;555;0;0;1;1; ;3;9;20;10150002103;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;2103;49;7;1;1;1;59;1;5;10;6;2; ; ; ;2;9;4; ;1;30110406;7;3;840;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8549;2353;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;14;6;1;1;3;1;1;40; ; ; ; ; ; ; ; ; ; ; ;5;800;2; ;60; ; ; ; ; ; ; ;1;300;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2713;52,79238488;5;740;1040;0;0;1;1; ;1;2;16;10150002103;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;2103;49;9;1;1;1;63;1;10;10;1;2; ; ; ;5;4;6;1; ; ;6;2;170150;1;1; ; ; ; ; ;44; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;3100;7522;2; ; ; ;3;2;2;2;2;2;2;2;2;2;2;2;45;1;1;3;3;1;1;44; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;400;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2713;52,79238488;3;400;575;0;0;4;1; ;1;7;3;10150002103;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;2103;49;9;1;2;2;61;2;10;10;1;2; ; ; ;5;4;2;1; ; ;6;2;10550;1;1; ; ; ; ; ;42; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4781;5211;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;15;9;1;1;3;1;1;42; ; ; ; ; ; ; ; ; ; ; ;5;1800;1;150;1200; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2713;52,79238488;3;750;575;0;0;1;1; ;1;5;7;10150002103;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;4502;59;1;1;1;2;33;1;1;10;1;2; ; ; ;2;9;5; ;1;30310401;6;1; ;1;1; ; ; ; ; ;48; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8720;2634;2; ; ; ;2;1;2;2;1;1;1;2;2;1;1;1;9;1;1;15;4;1;2;40;8;0;8690;2634;6;2;9;1;1;3;2;1; ; ; ; ;500;48;1;105;80;2; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;78,80894874;5;733;665,5;0;0;1;1; ;1;2;17;10150004502;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;4502;59;1;1;2;1;34;2;1;10;1;1;3;3;4; ;9;2; ;2; ;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;2; ; ; ; ; ; ; ; ; ; ;8720;1344;2; ; ; ;2;1;2;2;1;1;1;2;2;1;1;1;6;1;1;15;4;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;460;43;1;95; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;78,80894874;5;598;665,5;0;0;1;1; ;1;1;17;10150004502;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;4502;59;2;1;1;1;55;1;1;10;1;2; ; ; ;5;6;6; ; ; ;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;5; ; ; ; ; ; ; ; ; ; ;2220;1321;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;32;1;1;10;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1300;125;2; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;78,80894874;4;1425;712,5;0;0;1;1; ;1;1;3;10150004502;1,02E+15;1,02E+16;1,02E+18;202406
1;10150;4502;59;2;1;2;2;55;2;1;10;1;2; ; ; ;8;6;6; ; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2712;78,80894874;4; ;712,5;0;0;9; ; ; ; ; ;10150004502;1,02E+15;1,02E+16;1,02E+18;202406
