area;ciudad;conglomerado;panelm;vivienda;hogar;P01;p02;p03;p04;p05a;p05b;p06;p07;p08;p081;p085;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p232;p233;p24;p25;p26;p27;p28;p29;p29a;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p421;p422;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p75g;p76;p76h;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;ced01a;estrato;fexp;nnivins;ingrl;ingpc;pobreza;epobreza;condact;empleo;desempleo;secemp;grupo1;rama1;upm;id_vivienda;id_hogar;id_persona;periodo
1;70150;28704;59;7;1;5;1;13;3;10;10;6;1;2;1;4; ;5;9;1; ; ;6;3;724;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;57,43145386;3; ;117;0;0;0; ; ; ; ; ;70150028704;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;28704;59;9;1;1;1;23;1;10;10;5;2; ; ; ;3;7;3; ; ; ;6;1; ;1;1; ; ; ; ; ;20;2; ;1;1;20; ;1;4; ; ; ; ; ; ; ; ;4100;9313;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;5;2;1;4;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;90;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;57,43145386;4;90;245;0;0;2;1; ;2;9;6;70150028704;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;28704;59;9;1;2;2;23;2;10;10;5;2; ; ; ;3;7;3; ; ; ;6;1; ;1;1; ; ; ; ; ;30;1; ;4; ; ;5; ; ; ; ; ; ; ; ; ; ;9602;5141;2; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;2;2;1;1;30; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;400;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;57,43145386;4;400;245;0;0;4;1; ;1;5;19;70150028704;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;1;1;1;1;39;1;1;10;1;2; ; ; ;5;6;6; ; ; ;6;1; ;2;1; ; ; ; ; ;60; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4321;7412;2; ; ; ;2;1;2;1;1;1;1;2;2;2;1;1;17;1;1;6;2;1;1;60; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;600;80;1;140; ; ; ;2; ;2; ;1;200;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2812;103,5002014;4;820;206,6;0;0;1;1; ;1;7;6;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;1;1;2;2;39;2;10;10;1;2; ; ; ;8;6;6; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;103,5002014;4; ;206,6;0;0;9; ; ; ; ; ;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;1;1;3;2;16;3;1;10;6;1;1;1;4; ;7;1; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;8;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;103,5002014;4; ;206,6;0;0;9; ; ; ; ; ;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;1;1;4;2;13;3;1;10;6;1;2;1;4; ;5;8;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;103,5002014;3; ;206,6;0;0;0; ; ; ; ; ;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;1;1;5;2;4;3;1;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;103,5002014; ; ;206,6;0;0;0; ; ; ; ; ;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;2;1;1;1;44;1;1;10;1;2; ; ; ;2;9;5; ;1;30810106;6;1; ;2;1; ; ; ; ; ;40; ;1;2;1;8; ;7; ; ; ; ; ; ; ; ; ;8521;2330;1; ; ; ;1;2;2;2;1;2;1;2;2;2;1;1;15;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;750;90;2; ; ; ; ;2; ;2; ;1;180;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;103,5002014;5;840;372,5;0;0;1;1; ;1;2;16;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;2;1;2;2;36;2;1;10;1;2; ; ; ;2;9;5; ;1;30110408;6;2;111154;2;1; ; ; ; ; ;54; ;1;4; ; ;1; ; ; ; ; ; ; ; ; ; ;5610;5131;2; ; ; ;2;1;2;2;2;2;2;2;2;2;2;2;0;1;1;3;2;1;1;54; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;360;0;1;90; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;103,5002014;5;450;372,5;0;0;4;1; ;1;5;9;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;2;1;3;2;16;3;1;10;6;1;1;1;4; ;7;1; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;12;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;103,5002014;4; ;372,5;0;0;9; ; ; ; ; ;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;2;1;4;1;11;3;1;10; ;1;2;1;4; ;5;6;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;8;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;103,5002014;3; ;372,5;0;0;0; ; ; ; ; ;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;5;1;1;1;58;1;10;10;2;2; ; ; ;11;6;1; ; ; ;6;2;110550;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ;1;5;2;4100;9313;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;180;2; ;2;2; ; ;2; ;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2812;103,5002014;3; ;180;0;0;7; ;1; ; ; ;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;6;1;1;1;38;1;10;10;1;2; ; ; ;5;6;6; ; ; ;6;1; ;3;1; ; ; ; ; ;60; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4922;8322;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;14;3;1;1;3;1;1;60; ; ; ; ; ; ; ; ; ; ; ;5;800;1;40;500; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2812;103,5002014;4;340;118;0;0;4;1; ;1;8;8;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;6;1;2;2;42;2;10;10;1;2; ; ; ;8;6;6; ; ; ;6;1; ;3;1; ; ; ; ; ;56; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4721;5221;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;15;6;1;2;3;1;1;56; ; ; ; ; ; ; ; ; ; ; ;5;600;1;50;400; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;103,5002014;4;250;118;0;0;4;1; ;1;5;7;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;6;1;3;2;18;3;10;10;6;2; ; ; ;3;7;3; ; ; ;6;1; ;3;1; ; ; ; ; ;56; ;1;4; ; ;5; ; ; ; ; ; ; ; ; ; ;4721;5223;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;6;1;2;3;1;1;56; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;103,5002014;4; ;118;0;0;5;1; ;1;5;7;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;6;1;4;2;8;3;10;10; ;1;1;3;4; ;5;3;1; ; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;103,5002014;3; ;118;0;0;0; ; ; ; ; ;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;6;1;5;1;7;3;10;10; ;1;1;3;4; ;5;2;1; ; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;103,5002014;3; ;118;0;0;0; ; ; ; ; ;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;7;1;1;2;24;1;10;10;5;2; ; ; ;11;7;3; ; ; ;6;3;862;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2812;103,5002014;4; ;300;0;0;9; ; ; ; ; ;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;7;1;2;1;29;2;10;10;5;2; ; ; ;5;6;6; ; ; ;6;3;170;1;1; ; ; ; ; ;70; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;5320;8321;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;3;1;1;3;2;1;70; ; ; ; ; ; ; ; ; ; ; ;5;1200;2; ;300; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2812;103,5002014;4;900;300;0;0;1;1; ;2;8;8;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;7;1;3;1;3;3;10;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;103,5002014; ; ;300;0;0;0; ; ; ; ; ;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;10;1;1;1;64;1;10;10;5;2; ; ; ;1;4;6;1; ; ;6;2;71353;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8121;9111;2; ; ; ;2;1;2;2;2;2;2;2;2;2;2;2;34;8;1;10;1;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;400;0;1;60; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;103,5002014;3;460;273,3333333;0;0;1;1; ;2;9;14;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;10;1;2;2;44;2;10;10;5;2; ; ; ;1;4;6;1; ; ;6;2;71353;1;1; ; ; ; ; ;30;1; ;1;1;10; ;7; ; ; ; ; ; ; ; ; ;9700;9111;10; ; ; ;2;1;2;2;2;2;2;2;2;2;2;2;24;8;1;1; ; ;1;30; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;300;0;1;60; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2812;103,5002014;3;360;273,3333333;0;0;2;1; ;3;9;20;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29102;60;10;1;3;2;22;3;10;10;6;1;2;1;4; ;7;2; ; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2812;103,5002014;4; ;273,3333333;0;0;9; ; ; ; ; ;70150029102;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29201;49;1;1;1;1;33;1;10;10;5;2; ; ; ;11;4;6;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;2;3; ; ; ;1;5;3;4321;7411;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;50;2; ;2;2; ; ;2; ;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2812;225,9670021;3; ;105;0;0;7; ;1; ; ; ;70150029201;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29201;49;1;1;2;2;32;2;10;10;5;2; ; ; ;8;9;4; ;2; ;6;1; ;2;1; ; ; ; ; ;48; ;1;2;1;8; ;7; ; ; ; ; ; ; ; ; ;9700;9111;10; ; ; ;2;1;2;2;2;2;2;2;2;2;2;2;5;8;1;1; ; ;1;48; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;400;0;1;90; ; ; ;2; ;2; ;2; ;2; ;1; ;55;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;225,9670021;5;490;105;0;0;1;1; ;3;9;20;70150029201;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29201;49;1;1;3;1;15;3;10;10;6;1;2;1;4; ;5;9;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;13;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;225,9670021;3; ;105;0;0;9; ; ; ; ; ;70150029201;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29201;49;1;1;4;1;11;3;10;10; ;1;1;1;4; ;5;6;1; ; ;6;2;90150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;10;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;225,9670021;3; ;105;0;0;0; ; ; ; ; ;70150029201;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29201;49;1;1;5;1;8;3;10;10; ;1;1;1;4; ;5;3;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;7;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;225,9670021;3; ;105;0;0;0; ; ; ; ; ;70150029201;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29201;49;1;1;6;1;6;3;10;10; ;1;1;1;4; ;5;1;2; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;225,9670021;3; ;105;0;0;0; ; ; ; ; ;70150029201;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29201;49;2;1;1;1;51;1;10;10;5;2; ; ; ;11;6;2; ; ; ;6;1; ;1;1; ; ; ; ; ;46; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4520;7412;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;30;6;1;1;3;2;1;46; ; ; ; ; ; ; ; ; ; ; ;5;500;2; ;100; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;225,9670021;3;400;159,3333333;0;0;4;1; ;2;7;7;70150029201;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29201;49;2;1;2;2;50;2;10;10;5;2; ; ; ;8;4;6;1; ; ;6;2;111150;1;1; ; ; ; ; ;5;1; ;2;1;10; ;7; ; ; ; ; ; ; ; ; ;5610;9411;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;13;9;1;1;3;2;1;5; ; ; ; ; ; ; ; ; ; ; ;5;100;1;18;50; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;225,9670021;3;68;159,3333333;0;0;2;1; ;2;9;9;70150029201;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29201;49;2;1;3;1;12;3;10;10;6;1;2;1;4; ;5;7;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;10;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;225,9670021;3; ;159,3333333;0;0;0; ; ; ; ; ;70150029201;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29201;49;3;1;1;1;51;1;1;10;1;2; ; ; ;2;9;6; ;1;30910205;6;1; ;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8610;2211;1; ; ; ;3;2;2;2;1;2;1;2;2;2;1;1;20;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1200;120;2; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;225,9670021;5;1320;580;0;0;1;1; ;1;2;17;70150029201;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29201;49;3;1;2;2;44;2;1;10;1;2; ; ; ;2;10;1; ;1;50330101;6;1; ;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8610;3221;1; ; ; ;3;2;2;2;1;2;1;2;2;2;1;1;29;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;900;100;2; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;225,9670021;5;1000;580;0;0;1;1; ;1;3;17;70150029201;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29201;49;3;1;3;1;17;3;1;10;6;1;1;3;4; ;7;2; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;225,9670021;4; ;580;0;0;9; ; ; ; ; ;70150029201;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29201;49;3;1;4;1;16;3;1;10;6;1;1;3;4; ;7;1; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;225,9670021;4; ;580;0;0;9; ; ; ; ; ;70150029201;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29201;49;4;1;1;1;69;1;2;10;1;2; ; ; ;1;6;3; ; ; ;6;2;110153;1;1; ; ; ; ; ;20;1; ;2;1;10; ;7; ; ; ; ; ; ; ; ; ;4711;5223;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;6;1;2;3;1;1;20; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;225,9670021;3; ;105;0;0;2;1; ;1;5;7;70150029201;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29201;49;4;1;2;2;67;2;10;10;1;2; ; ; ;8;6;4; ; ; ;6;2;70350;1;1; ; ; ; ; ;20;1; ;2;1;7; ;7; ; ; ; ; ; ; ; ; ;4711;5221;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;4;6;1;2;3;1;1;20; ; ; ; ; ; ; ; ; ; ; ;5;90;1;40;60; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;225,9670021;4;70;105;0;0;2;1; ;1;5;7;70150029201;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29201;49;4;1;3;1;37;3;10;10;6;2; ; ; ;3;9;2; ;2; ;6;2;70250;1;1; ; ; ; ; ;30;3; ;1;1;8; ;4;4; ; ; ; ; ; ; ; ;4330;7131;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;6;8;1;1;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5;400;2; ;50; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;225,9670021;5;350;105;0;0;2;1; ;2;7;6;70150029201;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29201;49;4;1;4;1;25;3;10;10;6;2; ; ; ;3;7;3; ; ; ;6;2;70250;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;225,9670021;4; ;105;0;0;9; ; ; ; ; ;70150029201;7,02E+15;7,02E+16;7,02E+18;202406
1;70150;29201;49;5;1;1;1;30;1;10;10;5;2; ; ; ;5;6;6; ; ; ;6;3;170;1;1; ; ; ; ; ;40; ;1;2;1;4; ;7; ; ; ; ; ; ; ; ; ;1071;7512;2; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;12;1;1;7;2;1;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;500;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2812;225,9670021;4;500;322,6666667;0;0;1;1; ;1;7;3;70150029201;7,02E+15;7,02E+16;7,02E+18;202406
