area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p081;p085;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p232;p233;p24;p25;p26;p27;p28;p29;p29a;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p421;p422;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;rsp1;sp01;sp02a;sp02b;sp02c;sp02d;sp02e;sp02f;sp02g;sp02h;sp02i;sp02j;sp02k;sp02l;af101;af102h;af102m;af201cod;af201d;af201h;af201m;af202cod;af202d;af202h;af202m;af203cod;af203d;af203h;af203m;af204h;af204m;ced01a;estrato;fexp;nnivins;ingrl;ingpc;pobreza;epobreza;condact;empleo;desempleo;secemp;grupo1;rama1;upm;id_vivienda;id_hogar;id_persona;periodo
2;230156;000203;034;05;1;05;2;2;3;1;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2323;275,985691219631; ; ;249,2;0;0;0; ; ; ; ; ;230156000203;23015600020303405;230156000203034051;23015600020303405105;202212
2;230156;000203;034;06;1;01;2;40;1;10;10;3;2; ; ; ;5;6;6; ; ; ;6;2;230150;1;1; ; ; ; ; ;42; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;146;4321;2; ; ; ;3;1;2;2;2;1;2;2;2;2;2;2;2;1;1;25;1;1;2;30;12;0;5610;5120;6;2;6;1;1;3;2;5; ; ; ; ;300;0;1;45;200;1;25;2; ;2; ;1;110;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;4;7;5;7;4;7;6;7;5;7;6;4; ; ; ;2; ; ; ;2; ; ; ;1;7;0;45;4;0;1;2323;275,985691219631;4;570;347,5;0;0;1;1; ;1;4;1;230156000203;23015600020303406;230156000203034061;23015600020303406101;202212
2;230156;000203;034;06;1;02;2;11;3;10;10; ;1;1;1;4; ;5;6;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;15;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2323;275,985691219631;3; ;347,5;0;0;0; ; ; ; ; ;230156000203;23015600020303406;230156000203034061;23015600020303406102;202212
2;230156;000203;034;09;1;01;2;60;1;10;10;4;2; ; ; ;11;4;3;1; ; ;6;1; ;1;1; ; ; ; ; ;26;2; ;2;1;24; ;1;4; ; ; ; ; ; ; ; ;127;6112;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;15;11;1;3;3;2;2;16;10;0;9601;9121;6;2;8;1;1;3;2;5; ; ; ; ;120;0;2; ;50;2; ;2; ;2; ;1;50;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;0;30;1;3;0;20;1;7;0;15;4;0;1;2323;275,985691219631;3;170;113;0;0;2;1; ;2;6;1;230156000203;23015600020303409;230156000203034091;23015600020303409101;202212
2;230156;000203;034;09;1;02;1;19;3;10;10;6;1;1;1;4; ;7;2; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;6;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;5;8;6;6;5;7;6;6;6;4;3;5; ; ; ;1;2;2;0;1;5;1;0;1;7;0;15;6;0;1;2323;275,985691219631;4; ;113;0;0;9; ; ; ; ; ;230156000203;23015600020303409;230156000203034091;23015600020303409102;202212
2;230156;000203;034;10;1;01;1;30;1;10;10;5;2; ; ; ;11;6;6; ; ; ;6;1; ;2;1; ; ; ; ; ;20;3; ;2;1;20; ;1;4; ; ; ; ; ; ; ; ;127;6112;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;10;11;1;3;3;2;1;25; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;180;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;0;25;1;5;0;10;1;5;0;20;3;0;1;2323;275,985691219631;4;180;45;1;1;2;1; ;2;6;1;230156000203;23015600020303410;230156000203034101;23015600020303410101;202212
2;230156;000203;034;10;1;02;2;28;2;10;10;5;2; ; ; ;15;6;6; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;4;6;6;5;4;5;4;5;5;7;0;5; ; ; ;2; ; ; ;1;4;0;15;1;7;0;10;5;0;1;2323;275,985691219631;4; ;45;1;1;9; ; ; ; ; ;230156000203;23015600020303410;230156000203034101;23015600020303410102;202212
2;230156;000203;034;10;1;03;2;4;3;10;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2323;275,985691219631; ; ;45;1;1;0; ; ; ; ; ;230156000203;23015600020303410;230156000203034101;23015600020303410103;202212
2;230156;000203;034;10;1;04;1;1;3;10;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2323;275,985691219631; ; ;45;1;1;0; ; ; ; ; ;230156000203;23015600020303410;230156000203034101;23015600020303410104;202212
2;230157;000201;023;01;1;01;2;52;1;3;10;2;2; ; ; ;11;4;6;1; ; ;6;2;121150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99; ; ; ;99; ; ; ;99; ; ; ;99;99;1;2323;36,8081940908205;3; ;66,25;1;0;9; ; ; ; ; ;230157000201;23015700020102301;230157000201023011;23015700020102301101;202212
2;230157;000201;023;01;1;02;1;26;3;10;10;6;2; ; ; ;3;6;6; ; ; ;6;1; ;3;1; ; ; ; ; ;24;2; ;3;1;24; ;3;4; ; ; ; ; ; ; ; ;122;6114;4; ; ; ;6;1;2;2;2;2;2;2;2;2;2;2;8;11;1;4;3;2;1;24; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;180;0;1;30; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;1;0;1;7;1;0;1;7;0;30;5;0;1;2323;36,8081940908205;4;210;66,25;1;0;2;1; ;2;6;1;230157000201;23015700020102301;230157000201023011;23015700020102301102;202212
2;230157;000201;023;01;1;03;2;25;3;10;10;6;2; ; ; ;17;9;5; ;2; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;9;6;8;6;6;0;7;6;7;5;6;2;2; ; ; ;2; ; ; ;1;6;1;0;1;7;0;30;6;0;1;2323;36,8081940908205;5; ;66,25;1;0;9; ; ; ; ; ;230157000201;23015700020102301;230157000201023011;23015700020102301103;202212
2;230157;000201;023;01;1;04;2;22;3;10;10;6;2; ; ; ;3;7;3; ; ; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ;8;0;1;2323;36,8081940908205;4; ;66,25;1;0;9; ; ; ; ; ;230157000201;23015700020102301;230157000201023011;23015700020102301104;202212
2;230157;000201;023;02;1;01;1;81;1;3;10;1;2; ; ; ;1;1; ;2; ; ;6;2;111050;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;110;1;260;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2323;36,8081940908205;1; ;156,666666666667;0;0;9; ; ; ; ; ;230157000201;23015700020102302;230157000201023021;23015700020102302101;202212
2;230157;000201;023;02;1;02;2;73;2;10;10;1;2; ; ; ;1;4;3;1; ; ;6;2;111050;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;100;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;9;5;6;4;7;3;6;4;7;4;7;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2323;36,8081940908205;3; ;156,666666666667;0;0;9; ; ; ; ; ;230157000201;23015700020102302;230157000201023021;23015700020102302102;202212
2;230157;000201;023;02;1;03;1;42;3;10;10;6;2; ; ; ;7;4;6;1; ; ;7;2;111050;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;1;240; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ;12;0;1;2323;36,8081940908205;3; ;156,666666666667;0;0;9; ; ; ; ; ;230157000201;23015700020102302;230157000201023021;23015700020102302103;202212
2;230157;000201;023;03;1;01;2;68;1;10;10;2;2; ; ; ;1;1; ;2; ; ;6;2;120550;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;80;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;1;7;0;25;2;0;1;2323;36,8081940908205;1; ;207,25;0;0;9; ; ; ; ; ;230157000201;23015700020102303;230157000201023031;23015700020102303101;202212
