area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p081;p085;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p232;p233;p24;p25;p26;p27;p28;p29;p29a;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p421;p422;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;ced01a;estrato;fexp;nnivins;ingrl;ingpc;pobreza;epobreza;condact;empleo;desempleo;secemp;grupo1;rama1;upm;id_vivienda;id_hogar;id_persona;periodo
1;70150;014701;049;06;1;02;2;14;3;1;10;6;1;2;1;1; ;5;9;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;6;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;136,254888831314;3; ;1132;0;0;0; ; ; ; ; ;070150014701;07015001470104906;070150014701049061;07015001470104906102;202306
1;70150;014701;049;07;1;01;1;40;1;1;10;1;2; ; ; ;2;9;5; ;1;30610401;6;2;71350;1;1; ; ; ; ; ;40; ;1;4; ; ;5; ; ; ; ; ; ; ; ; ; ;8521;2511;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;15;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1400;140;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;136,254888831314;5;1540;770;0;0;1;1; ;1;2;16;070150014701;07015001470104907;070150014701049071;07015001470104907101;202306
1;70150;014701;049;07;1;02;2;37;2;1;10;1;2; ; ; ;2;9;5; ;1;30410102;6;2;110150;1;1; ; ; ; ; ;40; ;1;4; ; ;5; ; ; ; ; ; ; ; ; ; ;6419;3312;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;10;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1400;140;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;136,254888831314;5;1540;770;0;0;1;1; ;1;3;11;070150014701;07015001470104907;070150014701049071;07015001470104907102;202306
1;70150;014701;049;07;1;03;2;10;3;1;10; ;1;1;3;4; ;5;5;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;136,254888831314;3; ;770;0;0;0; ; ; ; ; ;070150014701;07015001470104907;070150014701049071;07015001470104907103;202306
1;70150;014701;049;07;1;04;1;9;3;1;10; ;1;1;3;4; ;5;4;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;136,254888831314;3; ;770;0;0;0; ; ; ; ; ;070150014701;07015001470104907;070150014701049071;07015001470104907104;202306
1;70150;017003;042;01;1;01;2;23;1;10;10;1;2; ; ; ;8;7;3; ; ; ;3;2;70951;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;150;2; ;1;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;4; ;161;0;0;9; ; ; ; ; ;070150017003;07015001700304201;070150017003042011;07015001700304201101;202306
1;70150;017003;042;01;1;02;1;25;2;10;10;1;2; ; ; ;8;7;3; ; ; ;3;2;70951;2;1; ; ; ; ; ;60; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4100;9313;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;0;2;1;4;3;2;1;60; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;600;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;4;600;161;0;0;1;1; ;2;9;6;070150017003;07015001700304201;070150017003042011;07015001700304201102;202306
1;70150;017003;042;01;1;03;2;7;3;10;10; ;1;1;1;4; ;5;2;1; ; ;4;2;70950;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;3; ;161;0;0;0; ; ; ; ; ;070150017003;07015001700304201;070150017003042011;07015001700304201103;202306
1;70150;017003;042;01;1;04;2;3;3;10;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283; ; ;161;0;0;0; ; ; ; ; ;070150017003;07015001700304201;070150017003042011;07015001700304201104;202306
1;70150;017003;042;01;1;05;1;0;3;10;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283; ; ;161;0;0;0; ; ; ; ; ;070150017003;07015001700304201;070150017003042011;07015001700304201105;202306
1;70150;017003;042;02;1;01;1;62;1;10;10;4;2; ; ; ;11;4;6;1; ; ;6;2;132251;1;1; ; ; ; ; ;20;1; ;4; ; ;3; ; ; ; ; ; ; ; ; ; ;4669;9612;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;10;3;1;1;3;2;1;20; ; ; ; ; ; ; ; ; ; ; ;5;180;2; ;5; ; ; ; ; ; ; ;2; ;2; ;1;50;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;3;175;225;0;0;4;1; ;2;9;7;070150017003;07015001700304202;070150017003042021;07015001700304202101;202306
1;70150;017003;042;03;1;01;1;51;1;10;10;1;2; ; ; ;5;6;6; ; ; ;6;1; ;1;1; ; ; ; ; ;24;3; ;1;1;20; ;1;4; ; ; ; ; ; ; ; ;4100;9313;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;30;2;1;5;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;240;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;4;240;150;0;0;2;1; ;2;9;6;070150017003;07015001700304203;070150017003042031;07015001700304203101;202306
1;70150;017003;042;03;1;02;2;49;2;10;10;1;2; ; ; ;5;6;5; ; ; ;6;2;10150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;4; ;150;0;0;9; ; ; ; ; ;070150017003;07015001700304203;070150017003042031;07015001700304203102;202306
1;70150;017003;042;03;1;03;1;20;3;10;10;6;1;3;1;4; ;7;3; ; ; ;6;1; ;1;1; ; ; ; ; ;24;1; ;4; ; ;2; ; ; ; ; ; ; ; ; ; ;4100;9313;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;5;2;1;4;3;2;1;24; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;360;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;4;360;150;0;0;4;1; ;2;9;6;070150017003;07015001700304203;070150017003042031;07015001700304203103;202306
1;70150;017003;042;03;1;04;1;8;3;10;10; ;1;1;1;4; ;5;3;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;3; ;150;0;0;0; ; ; ; ; ;070150017003;07015001700304203;070150017003042031;07015001700304203104;202306
1;70150;017003;042;04;1;01;1;62;1;10;10;2;2; ; ; ;5;4;5;1; ; ;3;2;80452;1;1; ; ; ; ; ;40; ;1;3;1;5; ;7; ; ; ; ; ; ; ; ; ;5221;9510;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;4;1;1;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5;200;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;3;200;200;0;0;3;1; ;2;9;8;070150017003;07015001700304204;070150017003042041;07015001700304204101;202306
1;70150;017003;042;05;1;01;2;45;1;10;10;6;2; ; ; ;5;6;3; ; ; ;7;1; ;1;1; ; ; ; ; ;60; ;1;4; ; ;1; ; ; ; ; ; ; ; ; ; ;2593;7222;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;10;6;1;1;3;2;1;60; ; ; ; ; ; ; ; ; ; ; ;5;400;2; ;80; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;3;320;188;0;0;4;1; ;2;7;3;070150017003;07015001700304205;070150017003042051;07015001700304205101;202306
1;70150;017003;042;05;1;02;2;11;3;10;10; ;1;1;1;4; ;5;6;1; ; ;7;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;4;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;3; ;188;0;0;0; ; ; ; ; ;070150017003;07015001700304205;070150017003042051;07015001700304205102;202306
1;70150;017003;042;05;1;03;1;37;7;10;10;6;2; ; ; ;5;4;6;1; ; ;7;1; ;1;1; ; ; ; ; ;32;1; ;4; ; ;5; ; ; ; ; ; ; ; ; ; ;4100;9313;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;2;2;1;6;3;2;1;32; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;240;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;3;240;188;0;0;4;1; ;2;9;6;070150017003;07015001700304205;070150017003042051;07015001700304205103;202306
1;70150;017003;042;06;1;01;1;50;1;10;10;1;2; ; ; ;5;4;6;1; ; ;6;2;132251;2;1; ; ; ; ; ;49; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4799;9520;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;26;3;1;1;3;2;1;49; ; ; ; ; ; ; ; ; ; ; ;5;600;1;5;400; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;3;205;95,8333333333333;0;0;4;1; ;2;9;7;070150017003;07015001700304206;070150017003042061;07015001700304206101;202306
1;70150;017003;042;06;1;02;2;45;2;10;10;1;2; ; ; ;8;4;6;1; ; ;6;2;120550;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;3; ;95,8333333333333;0;0;9; ; ; ; ; ;070150017003;07015001700304206;070150017003042061;07015001700304206102;202306
1;70150;017003;042;06;1;03;2;20;3;10;10;1;2; ; ; ;3;7;3; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;4; ;95,8333333333333;0;0;9; ; ; ; ; ;070150017003;07015001700304206;070150017003042061;07015001700304206103;202306
1;70150;017003;042;06;1;04;2;10;3;10;10; ;1;2;1;4; ;5;5;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;10;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;3; ;95,8333333333333;0;0;0; ; ; ; ; ;070150017003;07015001700304206;070150017003042061;07015001700304206104;202306
1;70150;017003;042;06;1;05;1;22;4;10;10;1;2; ; ; ;5;5;10;1; ; ;6;1; ;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;9602;5141;2; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;6;2;1;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;360;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;3;360;95,8333333333333;0;0;4;1; ;1;5;19;070150017003;07015001700304206;070150017003042061;07015001700304206105;202306
1;70150;017003;042;06;1;06;2;1;5;10;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283; ; ;95,8333333333333;0;0;0; ; ; ; ; ;070150017003;07015001700304206;070150017003042061;07015001700304206106;202306
1;70150;017003;042;07;1;01;1;49;1;1;10;1;2; ; ; ;5;6;3; ; ; ;7;1; ;2;1; ; ; ; ; ;56; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;321;7233;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;15;1;1;50;2;1;1;56; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1000;90;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;3;1090;229;0;0;1;1; ;1;7;1;070150017003;07015001700304207;070150017003042071;07015001700304207101;202306
1;70150;017003;042;07;1;02;2;46;2;10;10;1;2; ; ; ;17;6;6; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;4; ;229;0;0;9; ; ; ; ; ;070150017003;07015001700304207;070150017003042071;07015001700304207102;202306
1;70150;017003;042;07;1;03;2;16;3;1;10;6;1;1;1;4; ;7;2; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;4; ;229;0;0;9; ; ; ; ; ;070150017003;07015001700304207;070150017003042071;07015001700304207103;202306
1;70150;017003;042;07;1;04;2;9;3;1;10; ;1;2;1;4; ;5;4;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;3; ;229;0;0;0; ; ; ; ; ;070150017003;07015001700304207;070150017003042071;07015001700304207104;202306
1;70150;017003;042;07;1;05;2;76;6;10;10;6;2; ; ; ;7;6;3; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;243,37971248283;3; ;229;0;0;9; ; ; ; ; ;070150017003;07015001700304207;070150017003042071;07015001700304207105;202306
1;70150;017404;049;01;1;01;1;68;1;10;10;2;2; ; ; ;1;4;6;1; ; ;6;2;71250;1;1; ; ; ; ; ;20;1; ;1;1;20; ;1;4; ; ; ; ; ; ; ; ;8129;9129;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;3;4;1;1;3;2;1;20; ; ; ; ; ; ; ; ; ; ; ;5;220;2; ;10; ; ; ; ; ; ; ;2; ;2; ;1;120;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,521491813662;3;210;330;0;0;2;1; ;2;9;14;070150017404;07015001740404901;070150017404049011;07015001740404901101;202306
1;70150;017404;049;02;1;01;1;60;1;3;10;1;2; ; ; ;5;6;2; ; ; ;6;2;70650;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;311;6222;6;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;45;3;1;1;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;3;400;1;40;80; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,521491813662;3;360;337;0;0;4;1; ;2;6;1;070150017404;07015001740404902;070150017404049021;07015001740404902101;202306
1;70150;017404;049;02;1;02;2;54;2;1;10;1;2; ; ; ;5;6;6; ; ; ;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8610;3221;1; ; ; ;1;2;2;2;1;1;1;2;2;2;1;1;18;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;471;49;1;8; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,521491813662;4;528;337;0;0;1;1; ;1;3;17;070150017404;07015001740404902;070150017404049021;07015001740404902102;202306
1;70150;017404;049;02;1;03;1;35;3;1;10;2;2; ; ; ;5;6;6; ; ; ;6;1; ;1;1; ; ; ; ; ;20;1; ;1;1;20; ;7; ; ; ; ; ; ; ; ; ;7120;7515;2; ; ; ;2;2;2;2;1;1;1;2;2;2;1;1;17;1;1;30;1;1;1;20; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;408;42;1;10; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,521491813662;4;460;337;0;0;2;1; ;1;7;13;070150017404;07015001740404902;070150017404049021;07015001740404902103;202306
1;70150;017404;049;02;1;04;2;12;5;10;10;6;1;2;3;4; ;5;7;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,521491813662;3; ;337;0;0;0; ; ; ; ; ;070150017404;07015001740404902;070150017404049021;07015001740404902104;202306
1;70150;017404;049;03;1;01;1;80;1;10;10;1;2; ; ; ;1;4;2;1; ; ;6;2;90157;1;1; ; ; ; ; ;20;1; ;1;1;20; ;7; ; ; ; ; ; ; ; ; ;4711;5221;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;4;6;1;1;3;1;1;20; ; ; ; ; ; ; ; ; ; ; ;5;300;1;50;150; ; ; ; ; ; ; ;2; ;2; ;1;120;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,521491813662;3;200;160;0;0;2;1; ;1;5;7;070150017404;07015001740404903;070150017404049031;07015001740404903101;202306
1;70150;017404;049;03;1;02;2;76;2;10;10;1;2; ; ; ;1;1; ;2; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,521491813662;1; ;160;0;0;9; ; ; ; ; ;070150017404;07015001740404903;070150017404049031;07015001740404903102;202306
1;70150;017404;049;04;1;01;2;34;1;10;10;6;2; ; ; ;15;6;2; ; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;480;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,521491813662;3; ;162;0;0;9; ; ; ; ; ;070150017404;07015001740404904;070150017404049041;07015001740404904101;202306
1;70150;017404;049;04;1;02;2;8;3;10;10; ;1;1;1;4; ;5;3;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;6;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,521491813662;3; ;162;0;0;0; ; ; ; ; ;070150017404;07015001740404904;070150017404049041;07015001740404904102;202306
1;70150;017404;049;04;1;03;2;2;3;10;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,521491813662; ; ;162;0;0;0; ; ; ; ; ;070150017404;07015001740404904;070150017404049041;07015001740404904103;202306
1;70150;017404;049;05;1;01;1;46;1;10;10;5;2; ; ; ;5;4;6;1; ; ;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;311;6222;6;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;20;3;1;1;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5;350;1;50;100; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,521491813662;3;300;275;0;0;4;1; ;2;6;1;070150017404;07015001740404905;070150017404049051;07015001740404905101;202306
1;70150;017404;049;05;1;02;2;49;2;10;10;5;2; ; ; ;5;4;4;1; ; ;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;1020;7511;2; ; ; ;3;2;2;2;2;2;2;2;2;2;2;2;20;1;1;30;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;400;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,521491813662;3;400;275;0;0;4;1; ;1;7;3;070150017404;07015001740404905;070150017404049051;07015001740404905102;202306
