area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p081;p085;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p232;p233;p24;p25;p26;p27;p28;p29;p29a;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p421;p422;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;ced01a;estrato;fexp;nnivins;ingrl;ingpc;pobreza;epobreza;condact;empleo;desempleo;secemp;grupo1;rama1;upm;id_vivienda;id_hogar;id_persona;periodo
1;110150;021302;042;07;1;04;2;12;3;4;10;6;1;1;2;4; ;5;6;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;7;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;326,275857764368;3; ;346,25;0;0;0; ; ; ; ; ;110150021302;11015002130204207;110150021302042071;11015002130204207104;202306
1;110150;022205;035;01;1;01;1;53;1;1;10;1;2; ; ; ;5;6;6; ; ; ;6;1; ;2;1; ; ; ; ; ;44; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4663;8322;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;10;1;1;3;2;1;1;44; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;400;55;2; ; ; ; ;2; ;2; ;1;120;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1111;124,247138407971;4;455;426;0;0;1;1; ;1;8;7;110150022205;11015002220503501;110150022205035011;11015002220503501101;202306
1;110150;022205;035;01;1;02;2;46;2;1;10;1;2; ; ; ;2;9;4; ;1;30110501;6;2;110650;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8412;2634;1; ; ; ;3;2;2;2;1;2;1;2;2;2;1;1;2;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;620;80;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1111;124,247138407971;5;700;426;0;0;1;1; ;1;2;15;110150022205;11015002220503501;110150022205035011;11015002220503501102;202306
1;110150;022205;035;01;1;03;1;13;3;1;10;6;1;2;1;4; ;5;7;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;3;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1111;124,247138407971;3; ;426;0;0;0; ; ; ; ; ;110150022205;11015002220503501;110150022205035011;11015002220503501103;202306
1;110150;022205;035;02;1;01;1;39;1;1;10;6;2; ; ; ;5;6;6; ; ; ;6;1; ;1;1; ; ; ; ; ;55; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4520;7231;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;15;1;1;3;3;1;1;55; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;450;45;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1111;124,247138407971;4;495;495;0;0;1;1; ;1;7;7;110150022205;11015002220503502;110150022205035021;11015002220503502101;202306
1;110150;022205;035;03;1;01;2;53;1;1;10;3;2; ; ; ;5;6;6; ; ; ;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8610;5120;2; ; ; ;2;1;2;2;1;1;1;2;2;1;1;1;13;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;502;70;1;140; ; ; ;1;250;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1111;124,247138407971;4;712;237;0;0;1;1; ;1;5;17;110150022205;11015002220503503;110150022205035031;11015002220503503101;202306
1;110150;022205;035;03;1;02;2;29;3;10;10;6;2; ; ; ;17;6;6; ; ; ;6;1; ;1;1; ; ; ; ; ;36;1; ;4; ; ;2; ; ; ; ; ; ; ; ; ; ;1071;9621;2; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;4;2;1;1;36; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;180;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1111;124,247138407971;4;180;237;0;0;4;1; ;1;9;3;110150022205;11015002220503503;110150022205035031;11015002220503503102;202306
1;110150;022205;035;03;1;03;2;27;3;10;10;6;2; ; ; ;17;9;5; ;2; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1111;124,247138407971;5; ;237;0;0;9; ; ; ; ; ;110150022205;11015002220503503;110150022205035031;11015002220503503103;202306
1;110150;022205;035;03;1;04;2;25;3;10;10;6;2; ; ; ;2;8;3; ;1;20810104;6;1; ;1;1; ; ; ; ; ;25;1; ;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4711;5223;2; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;5;1;1;2;2;1;1;25; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;140;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1111;124,247138407971;5;140;237;0;0;4;1; ;1;5;7;110150022205;11015002220503503;110150022205035031;11015002220503503104;202306
1;110150;022205;035;03;1;05;1;22;3;10;10;6;2; ; ; ;2;8;3; ;1;20610303;6;1; ;1;1; ; ; ; ; ;10;3; ;3;1;30; ;7; ; ; ; ; ; ; ; ; ;4923;9333;2; ; ; ;3;1;2;2;2;2;2;2;2;2;2;2;2;3;1;2;3;1;1;16; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;0;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1111;124,247138407971;5;0;237;0;0;2;1; ;1;9;8;110150022205;11015002220503503;110150022205035031;11015002220503503105;202306
1;110150;022205;035;03;1;06;1;20;3;10;10;6;2; ; ; ;3;7;3; ; ; ;6;1; ;1;1; ; ; ; ; ;24;1; ;3;1;30; ;3;1; ; ; ; ; ; ; ; ;9609;5164;2; ; ; ;3;2;2;2;2;2;2;2;2;2;2;2;0;1;1;2;3;1;1;24; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;140;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1111;124,247138407971;4;140;237;0;0;2;1; ;1;5;19;110150022205;11015002220503503;110150022205035031;11015002220503503106;202306
1;110150;022205;035;04;1;01;1;40;1;10;10;6;2; ; ; ;5;6;6; ; ; ;6;1; ;1;1; ; ; ; ; ;50; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;9609;5164;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;21;6;1;1;3;1;1;50; ; ; ; ; ; ; ; ; ; ; ;5;1000;2; ;300; ; ; ; ; ; ; ;2; ;2; ;1;100;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1111;124,247138407971;4;700;800;0;0;1;1; ;1;5;19;110150022205;11015002220503504;110150022205035041;11015002220503504101;202306
1;110150;022205;035;05;1;01;1;42;1;10;10;1;2; ; ; ;3;4;6;1; ; ;6;1; ;2;1; ; ; ; ; ;40; ;1;4; ; ;5; ; ; ; ; ; ; ; ; ; ;4100;9313;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;20;2;1;3;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;400;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1111;124,247138407971;3;400;95,4;0;0;4;1; ;2;9;6;110150022205;11015002220503505;110150022205035051;11015002220503505101;202306
1;110150;022205;035;05;1;02;2;40;2;10;10;1;2; ; ; ;3;6;6; ; ; ;6;1; ;2;1; ; ; ; ; ;5;1; ;4; ; ;5; ; ; ; ; ; ; ; ; ; ;146;6320;6;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ;3;9;1;1;3;2;1;5; ; ; ; ; ; ; ; ; ; ; ;5;0;1;20;10; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1111;124,247138407971;4;10;95,4;0;0;4;1; ;2;6;1;110150022205;11015002220503505;110150022205035051;11015002220503505102;202306
1;110150;022205;035;05;1;03;1;22;3;10;10;6;1;1;1;1; ;9;3; ;2; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1111;124,247138407971;5; ;95,4;0;0;9; ; ; ; ; ;110150022205;11015002220503505;110150022205035051;11015002220503505103;202306
1;110150;022205;035;05;1;04;2;15;3;10;10;6;1;2;1;4; ;5;10;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;8;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1111;124,247138407971;3; ;95,4;0;0;9; ; ; ; ; ;110150022205;11015002220503505;110150022205035051;11015002220503505104;202306
1;110150;022205;035;05;1;05;1;6;3;10;10; ;1;1;1;4; ;5;0;2; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;4;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1111;124,247138407971;3; ;95,4;0;0;0; ; ; ; ; ;110150022205;11015002220503505;110150022205035051;11015002220503505105;202306
1;110150;022205;035;06;1;01;2;60;1;10;10;6;2; ; ; ;3;1; ;2; ; ;6;1; ;1;1; ; ; ; ; ;10;1; ;4; ; ;3; ; ; ; ; ; ; ; ; ; ;150;6130;6;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;45;10;1;1;3;2;1;10; ; ; ; ; ; ; ; ; ; ; ;5;50;1;23;5; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1111;124,247138407971;1;68;68;1;0;4;1; ;2;6;1;110150022205;11015002220503506;110150022205035061;11015002220503506101;202306
1;110150;022205;035;07;1;01;2;57;1;10;10;4;2; ; ; ;8;4;6;1; ; ;6;2;110550;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;150;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1111;124,247138407971;3; ;83,3333333333333;1;0;9; ; ; ; ; ;110150022205;11015002220503507;110150022205035071;11015002220503507101;202306
1;110150;022205;035;07;1;02;2;19;5;10;10;6;2; ; ; ;13;7;3; ; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;1;52; ; ; ;1;2;52;1071;7512;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2;2;1;1;2;2;2;2;2;2;2;1;1;1111;124,247138407971;4; ;83,3333333333333;1;0;7; ;1; ; ; ;110150022205;11015002220503507;110150022205035071;11015002220503507102;202306
1;110150;022205;035;07;1;03;2;23;7;10;10;6;1;5;1;4; ;9;3; ;2; ;6;2;110550;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;100;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1111;124,247138407971;5; ;83,3333333333333;1;0;9; ; ; ; ; ;110150022205;11015002220503507;110150022205035071;11015002220503507103;202306
1;110150;024601;035;01;1;01;2;20;1;10;10;6;2; ; ; ;3;7;3; ; ; ;6;1; ;1;1; ; ; ; ; ;20;2; ;2;1;20; ;4;4; ; ; ; ; ; ; ; ;9601;9121;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;8;1;1;3;2;1;25; ; ; ; ; ; ; ; ; ; ; ;5;100;2; ;0; ; ; ; ; ; ; ;2; ;2; ;1;70;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;238,211796319045;4;100;85;1;0;2;1; ;2;9;19;110150024601;11015002460103501;110150024601035011;11015002460103501101;202306
1;110150;024601;035;01;1;02;1;3;3;10;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;238,211796319045; ; ;85;1;0;0; ; ; ; ; ;110150024601;11015002460103501;110150024601035011;11015002460103501102;202306
1;110150;024601;035;02;1;01;2;72;1;2;10;6;2; ; ; ;1;6;6; ; ; ;6;2;110756;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;300;1;250;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;238,211796319045;4; ;575;0;0;9; ; ; ; ; ;110150024601;11015002460103502;110150024601035021;11015002460103502101;202306
1;110150;024601;035;02;1;02;2;53;7;10;10;6;2; ; ; ;8;9;4; ;2; ;6;2;110250;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;1;400;2; ;1;200;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;238,211796319045;5; ;575;0;0;9; ; ; ; ; ;110150024601;11015002460103502;110150024601035021;11015002460103502102;202306
1;110150;024601;035;03;1;01;2;45;1;1;10;1;2; ; ; ;2;9;5; ;1;30110403;6;2;110753;1;1; ; ; ; ; ;50; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8521;2330;1; ; ; ;1;2;2;2;1;1;1;2;2;1;1;1;8;1;2; ; ; ;2;40;10;0;150;9213;8; ;11;1;2;3;2;1; ; ; ; ;800;100;1;35; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;238,211796319045;5;935;313,333333333333;0;0;1;1; ;1;2;16;110150024601;11015002460103503;110150024601035031;11015002460103503101;202306
1;110150;024601;035;03;1;02;1;19;3;10;10;6;1;2;1;4; ;7;3; ; ; ;6;2;110753;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;238,211796319045;4; ;313,333333333333;0;0;9; ; ; ; ; ;110150024601;11015002460103503;110150024601035031;11015002460103503102;202306
1;110150;024601;035;03;1;03;2;15;3;1;10;6;1;2;2;4; ;5;9;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;238,211796319045;3; ;313,333333333333;0;0;9; ; ; ; ; ;110150024601;11015002460103503;110150024601035031;11015002460103503103;202306
1;110150;024601;035;04;1;01;1;69;1;1;10;1;2; ; ; ;2;10;3; ;1;50110103;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1500;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;238,211796319045;5; ;793,833333333333;0;0;9; ; ; ; ; ;110150024601;11015002460103504;110150024601035041;11015002460103504101;202306
1;110150;024601;035;04;1;02;2;60;2;2;10;1;2; ; ; ;8;9;3; ;2; ;6;2;110450;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ;1;1150;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;238,211796319045;5; ;793,833333333333;0;0;9; ; ; ; ; ;110150024601;11015002460103504;110150024601035041;11015002460103504102;202306
1;110150;024601;035;04;1;03;2;33;3;10;10;1;2; ; ; ;2;9;5; ;1;30410306;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;238,211796319045;5; ;793,833333333333;0;0;9; ; ; ; ; ;110150024601;11015002460103504;110150024601035041;11015002460103504103;202306
1;110150;024601;035;04;1;04;1;23;3;1;10;6;2; ; ; ;2;9;5; ;1;30730201;6;1; ;2;1; ; ; ; ; ;40; ;1;1;1;7; ;7; ; ; ; ; ; ; ; ; ;4100;2142;2; ; ; ;3;2;2;2;1;2;1;2;2;2;1;1;2;1;1;14;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;700;73;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;238,211796319045;5;773;793,833333333333;0;0;1;1; ;1;2;6;110150024601;11015002460103504;110150024601035041;11015002460103504104;202306
1;110150;024601;035;04;1;05;1;34;4;1;10;1;2; ; ; ;2;9;5; ;1;30710404;6;2;111350;3;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8411;3359;2; ; ; ;3;2;2;2;1;2;1;2;2;1;1;1;5;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1200;120;1;20; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;238,211796319045;5;1340;793,833333333333;0;0;1;1; ;1;3;15;110150024601;11015002460103504;110150024601035041;11015002460103504105;202306
1;110150;024601;035;04;1;06;1;3;5;1;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;238,211796319045; ; ;793,833333333333;0;0;0; ; ; ; ; ;110150024601;11015002460103504;110150024601035041;11015002460103504106;202306
1;110150;024601;035;05;1;01;1;71;1;1;10;1;2; ; ; ;1;4;6;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;252;1;220;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;238,211796319045;3; ;266;0;0;9; ; ; ; ; ;110150024601;11015002460103505;110150024601035051;11015002460103505101;202306
1;110150;024601;035;05;1;02;2;71;2;1;10;1;2; ; ; ;1;4;6;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;60;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;238,211796319045;3; ;266;0;0;9; ; ; ; ; ;110150024601;11015002460103505;110150024601035051;11015002460103505102;202306
1;110150;024601;035;06;1;01;2;84;1;10;10;4;2; ; ; ;1;4;3;1; ; ;6;2;110155;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;1;1000;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;238,211796319045;3; ;1000;0;0;9; ; ; ; ; ;110150024601;11015002460103506;110150024601035061;11015002460103506101;202306
1;110150;024601;035;07;1;01;2;57;1;10;10;4;2; ; ; ;5;6;5; ; ; ;6;1; ;1;1; ; ; ; ; ;56; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;7729;5249;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;12;9;1;1;3;1;1;56; ; ; ; ; ; ; ; ; ; ; ;5;1000;2; ;500; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;238,211796319045;4;500;1250;0;0;1;1; ;1;5;14;110150024601;11015002460103507;110150024601035071;11015002460103507101;202306
1;110150;024601;035;07;1;02;1;33;3;1;10;1;2; ; ; ;5;6;6; ; ; ;6;2;230150;2;1; ; ; ; ; ;40; ;1;2;1;12; ;7; ; ; ; ; ; ; ; ; ;4620;5211;6;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ;0;4;1;1;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;1;5000;2; ;4000; ; ; ; ; ; ; ;1;1000;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;238,211796319045;4;1000;1250;0;0;1;1; ;2;5;7;110150024601;11015002460103507;110150024601035071;11015002460103507102;202306
1;110150;029306;035;01;1;01;1;50;1;1;10;1;2; ; ; ;5;9;1; ;2; ;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8411;4321;1; ; ; ;1;2;2;2;1;1;1;2;2;2;1;1;20;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;561;59;1;20; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;332,638268047422;5;640;345,75;0;0;1;1; ;1;4;15;110150029306;11015002930603501;110150029306035011;11015002930603501101;202306
1;110150;029306;035;01;1;02;2;50;2;1;10;1;1;6;1;1; ;9;4; ;1;30110501;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8521;2342;1; ; ; ;1;2;2;2;1;2;1;2;2;1;1;1;18;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;894;93;1;20; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;332,638268047422;5;1007;345,75;0;0;1;1; ;1;2;16;110150029306;11015002930603501;110150029306035011;11015002930603501102;202306
1;110150;029306;035;01;1;03;2;32;3;1;10;3;1;6;1;1; ;9;5; ;1;30410102;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8521;2330;1; ; ; ;3;2;2;2;1;2;1;2;2;1;1;1;1;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;802;83;1;20; ; ; ;2; ;1;120;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1113;332,638268047422;5;905;345,75;0;0;1;1; ;1;2;16;110150029306;11015002930603501;110150029306035011;11015002930603501103;202306
