area;ciudad;conglomerado;panelm;vivienda;hogar;vi01;vi02;vi03a;vi03b;vi04a;vi04b;vi05a;vi05b;vi06;vi07;vi07a;vi07b;vi08;vi09;vi09a;vi09b;vi10;vi101;vi102;vi10a;vi11;vi12;vi13;vi14;estrato;fexp;upm;id_vivienda;id_hogar;periodo
2;91152;900503;009;06;1;3;1;3;2;4;2;1;2;4;3;0;1;1;2; ; ;1; ; ;1;1;1;4;4;0922;280,859892428698;091152900503;09115290050300906;091152900503009061;202012
2;91152;900503;009;07;1;3;2;3;1;2;1;1;1;3;2;0;1;1;2; ; ;1; ; ;1;1;1;4;4;0922;280,859892428698;091152900503;09115290050300907;091152900503009071;202012
2;91152;900901;009;02;1;3;2;6;3;4;2;1;2;3;2;0;1;1;2; ; ;1; ; ;1;2;1;2;5;0922;394,082069930633;091152900901;09115290090100902;091152900901009021;202012
2;91152;900901;009;04;1;1;2;3;2;4;2;1;2;3;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0922;394,082069930633;091152900901;09115290090100904;091152900901009041;202012
2;91152;900901;009;06;1;1;2;1;1;4;2;1;2;2;1;0;1;1;2; ; ;1; ; ;1;1;1;2;1;0922;394,082069930633;091152900901;09115290090100906;091152900901009061;202012
2;91152;900901;009;07;1;3;1;3;3;4;2;1;2;3;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0922;394,082069930633;091152900901;09115290090100907;091152900901009071;202012
2;91152;900901;009;08;1;3;1;3;3;4;2;1;2;4;3;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0922;394,082069930633;091152900901;09115290090100908;091152900901009081;202012
2;91152;900901;009;09;1;1;2;3;2;4;2;1;2;3;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0922;394,082069930633;091152900901;09115290090100909;091152900901009091;202012
2;91154;000403;009;01;1;3;2;3;2;4;1;1;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;0921;188,631644702864;091154000403;09115400040300901;091154000403009011;202012
2;91154;000403;009;02;1;1;1;2;1;4;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;0921;188,631644702864;091154000403;09115400040300902;091154000403009021;202012
2;91154;000403;009;03;1;3;2;3;2;4;2;1;2;3;2;0;1;1;1; ; ;1; ; ;2;2;1;2;4;0921;188,631644702864;091154000403;09115400040300903;091154000403009031;202012
2;91154;000403;009;04;1;3;1;3;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;0921;188,631644702864;091154000403;09115400040300904;091154000403009041;202012
2;91154;000403;009;05;1;1;1;3;2;4;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;0921;188,631644702864;091154000403;09115400040300905;091154000403009051;202012
2;91154;000403;009;06;1;3;1;3;2;4;2;1;2;3;2;0;1;1;2; ; ;4; ; ;4;1;1;2;4;0921;188,631644702864;091154000403;09115400040300906;091154000403009061;202012
2;91154;000403;009;07;1;3;1;3;2;4;2;1;2;4;3;0;1;1;2; ; ;4; ; ;4;1;1;2;4;0921;188,631644702864;091154000403;09115400040300907;091154000403009071;202012
2;91154;900804;009;01;1;3;5;3;3;7;3;6;2;2;1;0;1;2;4; ; ;5; ; ;4;3;3;4;4;0923;215,605813523116;091154900804;09115490080400901;091154900804009011;202012
2;91154;900804;009;02;1;1;5;3;3;4;2;6;2;2;1;0;2;1;2; ; ;5; ; ;4;1;1;2;4;0923;215,605813523116;091154900804;09115490080400902;091154900804009021;202012
2;91154;900804;009;03;1;1;4;3;2;4;2;1;2;2;1;0;2;1;2; ; ;1; ; ;1;1;1;2;4;0923;215,605813523116;091154900804;09115490080400903;091154900804009031;202012
2;91154;900804;009;08;1;1;1;2;2;2;1;1;1;4;3;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0923;215,605813523116;091154900804;09115490080400908;091154900804009081;202012
1;91250;004202;009;01;1;3;1;3;2;4;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;0911;3486,50907936914;091250004202;09125000420200901;091250004202009011;202012
1;91250;004202;009;03;1;3;2;3;2;4;2;1;2;2;1;0;2;1;2; ; ;1; ; ;1;2;1;2;5;0911;3486,50907936914;091250004202;09125000420200903;091250004202009031;202012
1;91250;004202;009;04;1;3;1;3;2;4;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;0911;3486,50907936914;091250004202;09125000420200904;091250004202009041;202012
1;91250;004202;009;05;1;1;1;3;3;4;3;1;3;2;1;0;1;1;1; ; ;1; ; ;1;2;1;2;4;0911;3486,50907936914;091250004202;09125000420200905;091250004202009051;202012
1;91250;004202;009;05;2;1;1;3;3;4;3;1;3;1;1;0;1;1;1; ; ;1; ; ;1;2;1;2;4;0911;3486,50907936914;091250004202;09125000420200905;091250004202009052;202012
1;91250;004202;009;06;1;3;1;3;2;2;2;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;0911;3486,50907936914;091250004202;09125000420200906;091250004202009061;202012
1;91250;004202;009;07;1;1;4;3;3;4;3;4;3;1;0;0;1;1;1; ; ;1; ; ;1;2;1;2;4;0911;3486,50907936914;091250004202;09125000420200907;091250004202009071;202012
1;91250;004202;009;08;1;3;1;3;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;0911;3486,50907936914;091250004202;09125000420200908;091250004202009081;202012
2;91350;900802;005;01;1;3;1;3;1;4;1;1;1;3;2;0;1;1;2; ; ;5; ; ;1;1;1;2;4;0923;398,154294771315;091350900802;09135090080200501;091350900802005011;202012
2;91350;900802;005;02;1;4;1;3;2;4;2;1;2;2;1;0;1;1;2; ; ;5; ; ;4;1;1;4;4;0923;398,154294771315;091350900802;09135090080200502;091350900802005021;202012
2;91350;900802;005;03;1;3;1;3;2;4;2;1;1;3;2;0;1;1;2; ; ;5; ; ;4;1;1;4;4;0923;398,154294771315;091350900802;09135090080200503;091350900802005031;202012
2;91350;900802;005;04;1;1;2;3;2;4;2;1;2;2;1;0;1;1;2; ; ;5; ; ;1;1;1;2;5;0923;398,154294771315;091350900802;09135090080200504;091350900802005041;202012
2;91350;900802;005;05;1;3;1;3;2;2;2;1;2;4;3;0;1;1;2; ; ;5; ; ;4;1;1;4;4;0923;398,154294771315;091350900802;09135090080200505;091350900802005051;202012
2;91350;900802;005;06;1;3;1;3;1;4;2;1;1;3;2;0;1;1;2; ; ;5; ; ;4;1;1;2;6;0923;398,154294771315;091350900802;09135090080200506;091350900802005061;202012
2;91350;900802;005;07;1;1;1;3;2;4;2;1;2;4;3;0;1;1;2; ; ;5; ; ;4;1;1;4;4;0923;398,154294771315;091350900802;09135090080200507;091350900802005071;202012
1;91450;000601;005;01;1;2;1;3;2;4;2;1;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;0911;2485,62948328122;091450000601;09145000060100501;091450000601005011;202012
1;91450;000601;005;02;1;1;1;2;2;4;2;1;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;0911;2485,62948328122;091450000601;09145000060100502;091450000601005021;202012
1;91450;000601;005;03;1;1;1;4;2;2;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;0911;2485,62948328122;091450000601;09145000060100503;091450000601005031;202012
1;91450;000601;005;04;1;3;1;3;1;4;2;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;0911;2485,62948328122;091450000601;09145000060100504;091450000601005041;202012
1;91450;000601;005;05;1;2;2;3;2;4;2;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;0911;2485,62948328122;091450000601;09145000060100505;091450000601005051;202012
1;91450;000601;005;05;2;2;2;3;2;4;1;1;1;1;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;0911;2485,62948328122;091450000601;09145000060100505;091450000601005052;202012
1;91450;000601;005;06;1;3;2;1;3;4;2;1;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;5;0911;2485,62948328122;091450000601;09145000060100506;091450000601005061;202012
1;91450;000601;005;07;1;3;1;2;1;2;1;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;0911;2485,62948328122;091450000601;09145000060100507;091450000601005071;202012
1;91650;000203;009;01;1;1;1;2;1;2;1;1;1;6;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;3113;1027,14140544956;091650000203;09165000020300901;091650000203009011;202012
1;91650;000203;009;02;1;1;1;1;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;3113;1027,14140544956;091650000203;09165000020300902;091650000203009021;202012
1;91650;000203;009;04;1;1;2;1;2;2;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;3113;1027,14140544956;091650000203;09165000020300904;091650000203009041;202012
1;91650;000203;009;05;1;1;1;1;1;3;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;3113;1027,14140544956;091650000203;09165000020300905;091650000203009051;202012
1;91650;000203;009;06;1;1;2;2;1;3;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;3113;1027,14140544956;091650000203;09165000020300906;091650000203009061;202012
1;91650;000203;009;07;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;3113;1027,14140544956;091650000203;09165000020300907;091650000203009071;202012
1;91650;000203;009;08;1;1;2;1;1;2;1;1;1;4;3;0;1;3;1; ; ;1; ; ;1;1;1;2;1;3113;1027,14140544956;091650000203;09165000020300908;091650000203009081;202012
2;91650;901501;005;01;1;3;1;3;1;4;2;1;2;3;2;0;1;1;2; ; ;5; ; ;4;1;1;4;4;3121;467,169703331987;091650901501;09165090150100501;091650901501005011;202012
2;91650;901501;005;02;1;3;1;3;1;4;2;1;2;2;1;0;1;1;2; ; ;6; ; ;4;3;3;4;5;3121;467,169703331987;091650901501;09165090150100502;091650901501005021;202012
2;91650;901501;005;03;1;3;5;3;3;5;2;6;2;3;2;0;1;1;5;2; ;5; ; ;4;3;1;4;4;3121;467,169703331987;091650901501;09165090150100503;091650901501005031;202012
2;91650;901501;005;04;1;3;5;3;2;5;2;5;2;2;1;0;1;1;2; ; ;6; ; ;4;3;1;4;4;3121;467,169703331987;091650901501;09165090150100504;091650901501005041;202012
2;91650;901501;005;05;1;3;5;3;2;5;3;6;3;2;1;0;1;1;5;3;2;6; ; ;4;3;1;4;4;3121;467,169703331987;091650901501;09165090150100505;091650901501005051;202012
2;91650;901501;005;06;1;1;5;3;3;5;2;5;2;1;0;0;2;4;2; ; ;6; ; ;4;3;3;4;4;3121;467,169703331987;091650901501;09165090150100506;091650901501005061;202012
2;91650;901501;005;07;1;1;5;3;2;5;2;5;2;1;0;0;2;4;2; ; ;6; ; ;4;3;3;4;4;3121;467,169703331987;091650901501;09165090150100507;091650901501005071;202012
2;91650;902602;005;01;1;3;1;3;2;2;2;1;2;5;4;0;1;1;2; ; ;1; ; ;1;1;1;4;4;3121;287,280672165179;091650902602;09165090260200501;091650902602005011;202012
2;91650;902602;005;02;1;1;5;3;3;5;3;6;3;2;1;0;1;1;2; ; ;4; ; ;4;1;1;4;4;3121;287,280672165179;091650902602;09165090260200502;091650902602005021;202012
2;91650;902602;005;03;1;3;5;3;2;5;2;5;2;2;1;0;1;1;5;3;2;4; ; ;4;3;1;4;5;3121;287,280672165179;091650902602;09165090260200503;091650902602005031;202012
2;91650;902602;005;04;1;3;5;3;3;5;3;5;3;4;3;0;1;1;5;2; ;4; ; ;4;3;1;4;4;3121;287,280672165179;091650902602;09165090260200504;091650902602005041;202012
2;91650;902602;005;05;1;1;5;3;3;5;3;6;3;2;1;0;1;1;2; ; ;4; ; ;4;1;1;4;4;3121;287,280672165179;091650902602;09165090260200505;091650902602005051;202012
2;91650;902602;005;06;1;3;5;3;3;5;3;5;2;3;2;0;1;1;5;2; ;4; ; ;4;3;1;4;4;3121;287,280672165179;091650902602;09165090260200506;091650902602005061;202012
2;91650;902602;005;07;1;1;1;3;2;4;2;1;1;2;1;0;1;1;2; ; ;4; ; ;4;1;1;2;4;3121;287,280672165179;091650902602;09165090260200507;091650902602005071;202012
2;91651;900702;009;01;1;3;1;3;2;4;3;1;2;2;1;0;1;1;2; ; ;3;2;2;2;1;1;4;4;3121;456,236819535469;091651900702;09165190070200901;091651900702009011;202012
2;91651;900702;009;03;1;3;1;3;2;5;2;1;2;3;2;0;1;1;2; ; ;6; ; ;4;1;1;4;4;3121;456,236819535469;091651900702;09165190070200903;091651900702009031;202012
2;91651;900702;009;04;1;3;5;3;2;5;2;6;2;5;4;0;1;1;2; ; ;4; ; ;4;1;1;4;4;3121;456,236819535469;091651900702;09165190070200904;091651900702009041;202012
2;91651;900702;009;05;1;3;5;3;3;5;3;6;3;3;2;0;1;1;5;2; ;4; ; ;4;1;1;4;4;3121;456,236819535469;091651900702;09165190070200905;091651900702009051;202012
2;91651;900702;009;06;1;3;1;3;2;2;2;1;2;3;2;0;1;1;2; ; ;4; ; ;4;1;1;4;4;3121;456,236819535469;091651900702;09165190070200906;091651900702009061;202012
2;91651;900702;009;07;1;1;5;3;1;5;2;5;2;1;0;0;2;1;5;3;2;6; ; ;4;3;1;4;6;3121;456,236819535469;091651900702;09165190070200907;091651900702009071;202012
2;91651;900702;009;08;1;3;5;3;3;5;2;6;2;3;2;0;1;1;2; ; ;6; ; ;4;1;1;4;4;3121;456,236819535469;091651900702;09165190070200908;091651900702009081;202012
2;91651;902102;009;01;1;3;1;3;2;4;2;1;2;4;3;0;1;1;2; ; ;1; ; ;1;1;1;2;5;3121;140,267200772315;091651902102;09165190210200901;091651902102009011;202012
2;91651;902102;009;02;1;3;1;3;2;4;2;1;2;3;2;0;1;1;2; ; ;6; ; ;4;1;1;4;4;3121;140,267200772315;091651902102;09165190210200902;091651902102009021;202012
2;91651;902102;009;03;1;3;1;3;2;4;2;1;2;3;2;0;1;1;3; ; ;6; ; ;4;1;1;4;4;3121;140,267200772315;091651902102;09165190210200903;091651902102009031;202012
2;91651;902102;009;04;1;3;5;3;3;5;2;5;3;3;2;0;1;1;3; ; ;1; ; ;2;1;1;4;4;3121;140,267200772315;091651902102;09165190210200904;091651902102009041;202012
2;91651;902102;009;06;1;3;1;3;3;4;3;1;3;2;1;0;1;1;2; ; ;6; ; ;4;1;1;4;4;3121;140,267200772315;091651902102;09165190210200906;091651902102009061;202012
2;91651;902102;009;07;1;3;1;3;2;4;2;1;2;3;2;0;1;1;2; ; ;6; ; ;4;3;1;4;4;3121;140,267200772315;091651902102;09165190210200907;091651902102009071;202012
2;91651;902102;009;09;1;3;1;3;2;4;2;1;2;3;2;0;1;1;2; ; ;4; ; ;4;1;1;4;4;3121;140,267200772315;091651902102;09165190210200909;091651902102009091;202012
1;91850;000401;009;02;1;3;1;3;2;4;2;1;2;2;1;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0911;2312,4101314182;091850000401;09185000040100902;091850000401009021;202012
1;91850;000401;009;05;1;3;1;3;2;2;1;1;1;4;3;1;1;1;2; ; ;1; ; ;1;1;1;2;4;0911;2312,4101314182;091850000401;09185000040100905;091850000401009051;202012
1;91850;000401;009;07;1;3;1;3;3;4;2;1;2;3;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0911;2312,4101314182;091850000401;09185000040100907;091850000401009071;202012
1;91850;000401;009;08;1;3;1;3;2;4;3;1;3;2;1;0;1;1;2; ; ;1; ; ;1;1;1;2;5;0911;2312,4101314182;091850000401;09185000040100908;091850000401009081;202012
1;91850;000401;009;09;1;3;1;3;2;2;1;1;1;3;2;1;1;1;2; ; ;1; ; ;1;1;1;2;5;0911;2312,4101314182;091850000401;09185000040100909;091850000401009091;202012
1;91850;000401;009;10;1;3;1;3;2;2;1;1;2;3;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0911;2312,4101314182;091850000401;09185000040100910;091850000401009101;202012
1;91850;002101;009;01;1;1;2;3;1;4;2;1;1;4;3;0;1;4;1; ; ;1; ; ;1;1;1;2;4;0912;2988,99255749428;091850002101;09185000210100901;091850002101009011;202012
1;91850;002101;009;02;1;1;4;3;3;7;3;1;2;1;0;0;2;1;1; ; ;1; ; ;1;1;1;2;4;0912;2988,99255749428;091850002101;09185000210100902;091850002101009021;202012
1;91850;002101;009;03;1;1;1;3;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;0912;2988,99255749428;091850002101;09185000210100903;091850002101009031;202012
1;91850;002101;009;04;1;1;1;1;1;4;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;0912;2988,99255749428;091850002101;09185000210100904;091850002101009041;202012
1;91850;002101;009;05;1;1;2;1;1;2;1;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;0912;2988,99255749428;091850002101;09185000210100905;091850002101009051;202012
1;91850;002101;009;07;1;1;4;3;3;7;3;1;3;1;0;0;1;1;1; ; ;1; ; ;1;1;1;2;5;0912;2988,99255749428;091850002101;09185000210100907;091850002101009071;202012
1;91850;002101;009;09;1;1;2;3;1;2;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;0912;2988,99255749428;091850002101;09185000210100909;091850002101009091;202012
2;91850;900102;009;01;1;4;5;3;3;5;3;6;3;2;1;0;1;1;2; ; ;6; ; ;4;3;1;4;4;0923;624,690744519546;091850900102;09185090010200901;091850900102009011;202012
2;91850;900102;009;03;1;3;5;3;2;5;1;6;2;3;2;0;1;1;4; ; ;4; ; ;4;3;1;4;4;0923;624,690744519546;091850900102;09185090010200903;091850900102009031;202012
2;91850;900102;009;04;1;3;1;3;2;4;2;1;2;3;2;0;1;1;5;2; ;4; ; ;4;1;1;4;4;0923;624,690744519546;091850900102;09185090010200904;091850900102009041;202012
2;91850;900102;009;05;1;4;1;2;3;4;3;1;3;3;2;0;1;1;5;2; ;6; ; ;4;1;1;4;4;0923;624,690744519546;091850900102;09185090010200905;091850900102009051;202012
2;91850;900102;009;06;1;3;5;3;2;5;2;6;2;1;0;0;2;1;3; ; ;4; ; ;4;3;1;4;4;0923;624,690744519546;091850900102;09185090010200906;091850900102009061;202012
2;91850;900102;009;07;1;3;1;3;3;5;3;1;3;2;1;0;1;1;2; ; ;6; ; ;4;1;1;4;4;0923;624,690744519546;091850900102;09185090010200907;091850900102009071;202012
2;91850;900102;009;08;1;3;5;3;3;5;3;6;3;4;3;0;1;1;4; ; ;6; ; ;4;3;1;4;4;0923;624,690744519546;091850900102;09185090010200908;091850900102009081;202012
2;91850;900503;005;01;1;3;1;3;2;4;2;1;2;2;1;0;1;1;3; ; ;1; ; ;1;1;1;2;4;0922;351,713246851421;091850900503;09185090050300501;091850900503005011;202012
2;91850;900503;005;02;1;3;5;3;3;7;3;6;2;1;0;0;1;1;5;3;2;1; ; ;2;3;1;2;4;0922;351,713246851421;091850900503;09185090050300502;091850900503005021;202012
2;91850;900503;005;03;1;3;1;3;1;4;3;1;2;2;1;0;1;2;2; ; ;1; ; ;2;1;1;2;4;0922;351,713246851421;091850900503;09185090050300503;091850900503005031;202012
2;91850;900503;005;04;1;1;1;3;2;4;2;2;2;4;3;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0922;351,713246851421;091850900503;09185090050300504;091850900503005041;202012
2;91850;900503;005;05;1;3;1;3;3;4;2;1;2;1;0;0;2;1;3; ; ;1; ; ;1;1;1;2;4;0922;351,713246851421;091850900503;09185090050300505;091850900503005051;202012
2;91850;900503;005;06;1;4;1;3;3;4;2;1;2;3;2;0;1;1;3; ; ;6; ; ;4;3;1;4;4;0922;351,713246851421;091850900503;09185090050300506;091850900503005061;202012
2;91850;900503;005;07;1;3;1;2;2;4;2;1;2;4;3;0;1;1;2; ; ;5; ; ;4;1;1;4;4;0922;351,713246851421;091850900503;09185090050300507;091850900503005071;202012
2;91850;903201;005;01;1;3;1;3;2;5;2;1;2;2;1;0;1;1;2; ; ;1; ; ;2;3;1;4;4;0923;682,518590088215;091850903201;09185090320100501;091850903201005011;202012
2;91850;903201;005;02;1;3;5;3;2;5;2;6;2;4;3;0;1;1;3; ; ;7; ; ;4;1;1;4;4;0923;682,518590088215;091850903201;09185090320100502;091850903201005021;202012
2;91850;903201;005;03;1;3;5;3;3;5;2;6;2;2;1;0;1;1;2; ; ;1; ; ;2;3;1;4;4;0923;682,518590088215;091850903201;09185090320100503;091850903201005031;202012
2;91850;903201;005;04;1;3;1;3;3;4;3;1;3;4;3;0;1;1;5;2; ;1; ; ;2;3;1;4;4;0923;682,518590088215;091850903201;09185090320100504;091850903201005041;202012
2;91850;903201;005;05;1;3;5;2;3;5;2;6;2;3;2;0;1;1;3; ; ;1; ; ;2;1;1;4;4;0923;682,518590088215;091850903201;09185090320100505;091850903201005051;202012
2;91850;903201;005;06;1;3;5;3;3;5;3;6;3;3;2;0;1;1;5;2; ;1; ; ;2;1;1;4;4;0923;682,518590088215;091850903201;09185090320100506;091850903201005061;202012
2;91850;903201;005;07;1;3;5;3;3;5;3;6;3;1;0;0;2;4;3; ; ;7; ; ;4;3;1;4;4;0923;682,518590088215;091850903201;09185090320100507;091850903201005071;202012
2;91850;903202;009;02;1;3;5;3;2;5;2;6;2;1;0;0;2;1;5;3;3;1; ; ;2;3;1;4;4;0923;325,49488037301;091850903202;09185090320200902;091850903202009021;202012
2;91850;903202;009;04;1;3;1;3;3;4;3;1;3;3;2;0;1;1;2; ; ;1; ; ;2;1;1;4;4;0923;325,49488037301;091850903202;09185090320200904;091850903202009041;202012
2;91850;903202;009;06;1;3;1;3;2;4;2;1;2;3;2;0;1;1;2; ; ;1; ; ;1;1;1;4;5;0923;325,49488037301;091850903202;09185090320200906;091850903202009061;202012
2;91850;903202;009;07;1;3;5;3;3;5;3;6;3;3;2;0;1;1;2; ; ;1; ; ;2;1;1;4;4;0923;325,49488037301;091850903202;09185090320200907;091850903202009071;202012
2;91850;903202;009;09;1;3;5;3;3;5;3;6;3;1;0;0;2;4;5;3;2;7; ; ;4;3;3;4;4;0923;325,49488037301;091850903202;09185090320200909;091850903202009091;202012
2;91850;905202;005;01;1;4;1;3;2;4;2;1;2;3;2;0;1;1;3; ; ;1; ; ;1;3;1;2;4;0923;270,465249026372;091850905202;09185090520200501;091850905202005011;202012
2;91850;905202;005;02;1;4;1;1;3;4;3;1;3;3;2;0;1;1;5;3;2;7; ; ;4;3;1;4;4;0923;270,465249026372;091850905202;09185090520200502;091850905202005021;202012
2;91850;905202;005;03;1;3;1;3;2;4;2;1;2;3;2;0;1;1;2; ; ;1; ; ;2;1;1;2;4;0923;270,465249026372;091850905202;09185090520200503;091850905202005031;202012
2;91850;905202;005;04;1;3;1;3;2;2;1;1;1;4;3;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0923;270,465249026372;091850905202;09185090520200504;091850905202005041;202012
2;91850;905202;005;05;1;4;5;3;3;5;3;6;3;1;0;0;2;1;5;2; ;6; ; ;4;3;3;4;4;0923;270,465249026372;091850905202;09185090520200505;091850905202005051;202012
2;91850;905202;005;06;1;3;5;3;3;5;3;6;3;2;1;0;1;1;2; ; ;1; ; ;2;1;1;2;4;0923;270,465249026372;091850905202;09185090520200506;091850905202005061;202012
2;91850;905202;005;07;1;4;1;3;2;4;2;1;3;3;2;0;1;1;2; ; ;6; ; ;4;3;1;4;5;0923;270,465249026372;091850905202;09185090520200507;091850905202005071;202012
2;91850;905602;009;01;1;3;1;3;3;2;3;1;3;3;2;1;1;1;2; ; ;1; ; ;1;1;1;2;4;0923;725,093449698098;091850905602;09185090560200901;091850905602009011;202012
2;91850;905602;009;02;1;2;1;3;3;2;3;1;3;4;3;0;1;1;2; ; ;1; ; ;1;1;1;2;5;0923;725,093449698098;091850905602;09185090560200902;091850905602009021;202012
2;91850;905602;009;03;1;3;1;3;2;5;2;1;1;3;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0923;725,093449698098;091850905602;09185090560200903;091850905602009031;202012
2;91850;905602;009;04;1;4;1;3;3;4;2;1;3;3;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0923;725,093449698098;091850905602;09185090560200904;091850905602009041;202012
2;91850;905602;009;05;1;3;1;3;2;4;3;1;2;3;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0923;725,093449698098;091850905602;09185090560200905;091850905602009051;202012
2;91850;905602;009;06;1;3;1;3;2;7;3;1;2;5;4;0;1;1;2; ; ;1; ; ;2;1;1;2;4;0923;725,093449698098;091850905602;09185090560200906;091850905602009061;202012
2;91850;905602;009;07;1;3;1;3;2;2;1;1;2;3;2;0;1;1;2; ; ;1; ; ;2;3;1;2;4;0923;725,093449698098;091850905602;09185090560200907;091850905602009071;202012
2;91850;905603;005;01;1;3;1;3;1;4;2;1;1;3;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0923;202,769632536098;091850905603;09185090560300501;091850905603005011;202012
2;91850;905603;005;02;1;3;1;3;2;4;2;1;2;3;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0923;202,769632536098;091850905603;09185090560300502;091850905603005021;202012
2;91850;905603;005;03;1;3;1;3;2;4;2;1;1;4;3;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0923;202,769632536098;091850905603;09185090560300503;091850905603005031;202012
2;91850;905603;005;04;1;3;1;2;2;4;2;1;2;3;2;0;1;1;2; ; ;1; ; ;2;1;1;2;4;0923;202,769632536098;091850905603;09185090560300504;091850905603005041;202012
2;91850;905603;005;05;1;3;2;3;2;4;2;1;1;3;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0923;202,769632536098;091850905603;09185090560300505;091850905603005051;202012
2;91850;905603;005;06;1;3;1;3;2;2;3;1;2;4;3;0;1;1;2; ; ;1; ; ;1;1;1;2;5;0923;202,769632536098;091850905603;09185090560300506;091850905603005061;202012
2;91850;905603;005;07;1;3;1;3;1;7;3;1;2;3;2;0;1;1;5;3;2;1; ; ;2;3;1;2;4;0923;202,769632536098;091850905603;09185090560300507;091850905603005071;202012
2;91850;905701;009;01;1;3;1;1;2;4;2;1;1;3;2;0;1;1;2; ; ;1; ; ;2;1;1;2;4;0922;433,884359462606;091850905701;09185090570100901;091850905701009011;202012
2;91850;905701;009;02;1;3;5;3;3;5;2;6;3;1;0;0;2;1;5;3;2;1; ; ;2;3;1;4;4;0922;433,884359462606;091850905701;09185090570100902;091850905701009021;202012
2;91850;905701;009;03;1;3;1;3;1;4;2;1;1;3;2;0;1;1;4; ; ;1; ; ;1;1;1;2;5;0922;433,884359462606;091850905701;09185090570100903;091850905701009031;202012
2;91850;905701;009;04;1;3;1;2;2;4;1;1;1;4;3;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0922;433,884359462606;091850905701;09185090570100904;091850905701009041;202012
2;91850;905701;009;05;1;3;5;3;1;5;1;6;2;3;2;0;1;1;2; ; ;1; ; ;2;1;1;2;4;0922;433,884359462606;091850905701;09185090570100905;091850905701009051;202012
2;91850;905701;009;06;1;3;1;3;1;2;1;1;1;6;5;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0922;433,884359462606;091850905701;09185090570100906;091850905701009061;202012
2;91850;905701;009;08;1;3;1;3;2;2;2;1;2;4;3;0;1;1;2; ; ;1; ; ;1;1;1;2;4;0922;433,884359462606;091850905701;09185090570100908;091850905701009081;202012
2;91850;907702;009;01;1;3;5;3;3;5;2;6;3;1;0;0;2;2;5;2; ;6; ; ;4;3;3;4;4;0923;197,800189077442;091850907702;09185090770200901;091850907702009011;202012
2;91850;907702;009;02;1;3;1;3;1;4;1;1;1;4;3;0;1;1;2; ; ;1; ; ;1;1;1;4;4;0923;197,800189077442;091850907702;09185090770200902;091850907702009021;202012
