area;ciudad;conglomerado;panelm;vivienda;hogar;vi01;vi02;vi03a;vi03b;vi04a;vi04b;vi05a;vi05b;vi06;vi07;vi07a;vi07b;vi08;vi09;vi09a;vi09b;vi10;vi101;vi102;vi10a;vi11;vi12;vi13;vi14;upm;id_vivienda;id_hogar;estrato;fexp;periodo
1;10150;051401;027;06;1;1;1;4;1;1;2;1;2;6;4;0;1;1;1; ; ;1; ; ;1;1;1;2;3;010150051401;01015005140102706;010150051401027061;2711;378,543620154948;202112
1;10150;051401;027;07;1;1;1;2;2;2;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;3;010150051401;01015005140102707;010150051401027071;2711;378,543620154948;202112
1;10150;053303;023;01;1;1;2;6;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150053303;01015005330302301;010150053303023011;2712;102,38324828608;202112
1;10150;053303;023;04;1;1;2;1;1;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150053303;01015005330302304;010150053303023041;2712;102,38324828608;202112
1;10150;053303;023;05;1;1;3;6;2;1;2;1;2;1;0;0;2;1;1; ; ;1; ; ;1;2;1;2;1;010150053303;01015005330302305;010150053303023051;2712;102,38324828608;202112
1;10150;053303;023;06;1;1;2;2;1;1;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150053303;01015005330302306;010150053303023061;2712;102,38324828608;202112
1;10150;053303;023;08;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;010150053303;01015005330302308;010150053303023081;2712;102,38324828608;202112
1;10150;056201;023;01;1;1;1;2;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;3;010150056201;01015005620102301;010150056201023011;2713;91,1740710351695;202112
1;10150;056201;023;02;1;1;1;2;2;1;2;1;1;7;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150056201;01015005620102302;010150056201023021;2713;91,1740710351695;202112
1;10150;056201;023;03;1;3;1;3;2;4;3;1;2;3;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;010150056201;01015005620102303;010150056201023031;2713;91,1740710351695;202112
1;10150;056201;023;04;1;1;1;2;2;1;1;1;1;5;4;1;1;1;1; ; ;1; ; ;1;1;1;2;4;010150056201;01015005620102304;010150056201023041;2713;91,1740710351695;202112
1;10150;056201;023;05;1;1;1;2;1;2;2;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150056201;01015005620102305;010150056201023051;2713;91,1740710351695;202112
1;10150;056201;023;06;1;1;1;2;1;2;2;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150056201;01015005620102306;010150056201023061;2713;91,1740710351695;202112
1;10150;056201;023;07;1;1;1;2;1;2;1;1;1;6;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150056201;01015005620102307;010150056201023071;2713;91,1740710351695;202112
1;10150;056903;010;01;1;3;1;2;2;1;2;1;2;5;3;0;1;1;1; ; ;3;2;2;1;1;1;2;4;010150056903;01015005690301001;010150056903010011;2713;132,482941170542;202112
1;10150;056903;010;02;1;6;1;4;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;3;010150056903;01015005690301002;010150056903010021;2713;132,482941170542;202112
1;10150;056903;010;03;1;3;1;4;2;5;2;3;2;4;3;0;1;1;2; ; ;1; ; ;1;1;1;2;5;010150056903;01015005690301003;010150056903010031;2713;132,482941170542;202112
1;10150;056903;010;04;1;3;1;2;2;2;1;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150056903;01015005690301004;010150056903010041;2713;132,482941170542;202112
1;10150;056903;010;05;1;1;1;2;3;1;3;3;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150056903;01015005690301005;010150056903010051;2713;132,482941170542;202112
1;10150;056903;010;06;1;3;1;4;1;1;1;1;1;4;3;0;1;1;1; ; ;3;2;2;1;1;1;2;5;010150056903;01015005690301006;010150056903010061;2713;132,482941170542;202112
1;10150;056903;010;08;1;3;1;2;1;1;1;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150056903;01015005690301008;010150056903010081;2713;132,482941170542;202112
1;10150;057203;010;02;1;1;1;2;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150057203;01015005720301002;010150057203010021;2712;94,1843205855302;202112
1;10150;057203;010;03;1;1;2;1;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150057203;01015005720301003;010150057203010031;2712;94,1843205855302;202112
1;10150;057203;010;04;1;1;2;1;1;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150057203;01015005720301004;010150057203010041;2712;94,1843205855302;202112
1;10150;057203;010;05;1;1;1;2;1;4;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150057203;01015005720301005;010150057203010051;2712;94,1843205855302;202112
1;10150;057203;010;06;1;1;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150057203;01015005720301006;010150057203010061;2712;94,1843205855302;202112
1;10150;057203;010;07;1;1;1;2;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150057203;01015005720301007;010150057203010071;2712;94,1843205855302;202112
1;10150;057203;010;08;1;1;1;4;1;1;1;1;1;6;5;0;1;1;1; ; ;1; ; ;1;1;1;2;3;010150057203;01015005720301008;010150057203010081;2712;94,1843205855302;202112
1;10150;059601;021;01;1;1;1;3;3;2;3;3;3;3;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;010150059601;01015005960102101;010150059601021011;2713;434,119017383692;202112
1;10150;059601;021;04;1;1;3;3;2;4;1;4;2;1;1;0;2;1;1; ; ;1; ; ;2;1;1;2;1;010150059601;01015005960102104;010150059601021041;2713;434,119017383692;202112
1;10150;059601;021;06;1;1;1;2;3;4;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150059601;01015005960102106;010150059601021061;2713;434,119017383692;202112
1;10150;059601;021;07;1;1;3;3;1;1;1;1;1;1;0;0;2;1;1; ; ;1; ; ;2;2;1;2;1;010150059601;01015005960102107;010150059601021071;2713;434,119017383692;202112
1;10150;059601;021;08;1;1;1;4;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150059601;01015005960102108;010150059601021081;2713;434,119017383692;202112
1;10150;059601;021;10;1;1;1;2;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150059601;01015005960102110;010150059601021101;2713;434,119017383692;202112
1;10150;059901;023;02;1;1;1;4;3;2;1;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150059901;01015005990102302;010150059901023021;2713;80,8902850765043;202112
1;10150;059901;023;04;1;1;2;4;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150059901;01015005990102304;010150059901023041;2713;80,8902850765043;202112
1;10150;059901;023;05;1;1;2;4;1;1;2;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150059901;01015005990102305;010150059901023051;2713;80,8902850765043;202112
1;10150;059901;023;06;1;1;2;4;2;1;2;3;2;6;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150059901;01015005990102306;010150059901023061;2713;80,8902850765043;202112
1;10150;059901;023;07;1;1;2;2;1;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150059901;01015005990102307;010150059901023071;2713;80,8902850765043;202112
1;10150;059901;023;08;1;1;2;2;3;1;3;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150059901;01015005990102308;010150059901023081;2713;80,8902850765043;202112
1;10150;059901;023;09;1;1;2;2;2;1;2;5;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150059901;01015005990102309;010150059901023091;2713;80,8902850765043;202112
1;10150;061002;027;02;1;1;1;4;1;4;2;1;1;6;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150061002;01015006100202702;010150061002027021;2711;73,745899381211;202112
1;10150;061002;027;04;1;1;2;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150061002;01015006100202704;010150061002027041;2711;73,745899381211;202112
1;10150;061002;027;05;1;1;1;4;1;1;1;1;1;6;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150061002;01015006100202705;010150061002027051;2711;73,745899381211;202112
1;10150;061002;027;07;1;1;1;4;1;4;1;1;1;5;3;0;1;2;1; ; ;1; ; ;1;1;1;2;4;010150061002;01015006100202707;010150061002027071;2711;73,745899381211;202112
1;10150;061002;027;08;1;1;1;4;2;2;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150061002;01015006100202708;010150061002027081;2711;73,745899381211;202112
1;10150;061002;027;10;1;1;1;4;3;1;3;3;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150061002;01015006100202710;010150061002027101;2711;73,745899381211;202112
1;10150;061102;023;03;1;1;2;2;2;1;2;1;2;2;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150061102;01015006110202303;010150061102023031;2712;159,713678157503;202112
1;10150;061102;023;04;1;1;1;2;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150061102;01015006110202304;010150061102023041;2712;159,713678157503;202112
1;10150;061102;023;05;1;1;2;1;3;2;2;1;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;5;010150061102;01015006110202305;010150061102023051;2712;159,713678157503;202112
1;10150;061102;023;06;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150061102;01015006110202306;010150061102023061;2712;159,713678157503;202112
1;10150;061102;023;07;1;1;1;4;2;1;2;1;2;7;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150061102;01015006110202307;010150061102023071;2712;159,713678157503;202112
1;10150;061102;023;08;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150061102;01015006110202308;010150061102023081;2712;159,713678157503;202112
1;10150;061102;023;09;1;1;2;6;2;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150061102;01015006110202309;010150061102023091;2712;159,713678157503;202112
1;10150;061401;027;02;1;1;1;4;1;1;1;1;1;6;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150061401;01015006140102702;010150061401027021;2712;82,5140453872478;202112
1;10150;061401;027;04;1;1;1;2;1;2;1;1;1;4;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150061401;01015006140102704;010150061401027041;2712;82,5140453872478;202112
1;10150;061401;027;05;1;1;1;2;1;1;1;1;1;6;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150061401;01015006140102705;010150061401027051;2712;82,5140453872478;202112
1;10150;061401;027;07;1;1;1;4;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;010150061401;01015006140102707;010150061401027071;2712;82,5140453872478;202112
1;10150;061401;027;08;1;1;1;2;1;1;1;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150061401;01015006140102708;010150061401027081;2712;82,5140453872478;202112
1;10150;061401;027;09;1;1;2;1;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150061401;01015006140102709;010150061401027091;2712;82,5140453872478;202112
1;10150;061401;027;10;1;1;1;2;1;2;1;1;1;7;6;1;1;1;1; ; ;1; ; ;1;1;1;2;1;010150061401;01015006140102710;010150061401027101;2712;82,5140453872478;202112
1;10150;061501;021;02;1;1;1;2;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150061501;01015006150102102;010150061501021021;2711;96,8480524562057;202112
1;10150;061501;021;04;1;1;1;4;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150061501;01015006150102104;010150061501021041;2711;96,8480524562057;202112
1;10150;061501;021;05;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150061501;01015006150102105;010150061501021051;2711;96,8480524562057;202112
1;10150;061501;021;06;1;1;2;1;1;2;1;1;1;5;4;0;1;3;1; ; ;1; ; ;1;1;1;2;4;010150061501;01015006150102106;010150061501021061;2711;96,8480524562057;202112
1;10150;061501;021;07;1;1;2;1;1;2;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150061501;01015006150102107;010150061501021071;2711;96,8480524562057;202112
1;10150;061501;021;08;1;1;1;4;1;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150061501;01015006150102108;010150061501021081;2711;96,8480524562057;202112
1;10150;062201;010;02;1;1;3;1;1;2;1;1;1;1;0;0;2;1;1; ; ;1; ; ;1;2;1;2;1;010150062201;01015006220101002;010150062201010021;2712;72,5347749632484;202112
1;10150;062201;010;03;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;010150062201;01015006220101003;010150062201010031;2712;72,5347749632484;202112
1;10150;062201;010;06;1;1;3;1;1;2;1;1;1;1;1;0;1;1;1; ; ;1; ; ;1;1;1;2;5;010150062201;01015006220101006;010150062201010061;2712;72,5347749632484;202112
1;10150;062201;010;07;1;1;2;1;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150062201;01015006220101007;010150062201010071;2712;72,5347749632484;202112
1;10150;062201;010;08;1;1;1;4;2;2;2;1;2;6;4;1;1;1;1; ; ;1; ; ;1;1;1;2;4;010150062201;01015006220101008;010150062201010081;2712;72,5347749632484;202112
1;10150;062201;010;09;1;1;1;4;1;1;2;1;1;7;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150062201;01015006220101009;010150062201010091;2712;72,5347749632484;202112
1;10150;062201;010;10;1;1;3;1;2;2;2;1;2;1;0;0;1;1;1; ; ;1; ; ;1;2;1;2;1;010150062201;01015006220101010;010150062201010101;2712;72,5347749632484;202112
1;10150;063003;027;02;1;1;1;2;3;2;3;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150063003;01015006300302702;010150063003027021;2711;77,3959949603984;202112
1;10150;063003;027;03;1;1;1;2;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;2;2;4;010150063003;01015006300302703;010150063003027031;2711;77,3959949603984;202112
1;10150;063003;027;04;1;1;1;2;2;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150063003;01015006300302704;010150063003027041;2711;77,3959949603984;202112
1;10150;063003;027;05;1;1;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150063003;01015006300302705;010150063003027051;2711;77,3959949603984;202112
1;10150;063003;027;06;1;1;1;2;1;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150063003;01015006300302706;010150063003027061;2711;77,3959949603984;202112
1;10150;063003;027;07;1;1;1;2;2;2;1;1;1;4;3;1;1;1;1; ; ;1; ; ;1;1;1;2;5;010150063003;01015006300302707;010150063003027071;2711;77,3959949603984;202112
1;10150;063003;027;08;1;1;1;2;1;1;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150063003;01015006300302708;010150063003027081;2711;77,3959949603984;202112
1;10150;063101;023;01;1;1;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150063101;01015006310102301;010150063101023011;2712;175,812130904608;202112
1;10150;063101;023;02;1;1;1;2;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150063101;01015006310102302;010150063101023021;2712;175,812130904608;202112
1;10150;063101;023;03;1;1;1;2;1;1;1;1;1;6;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150063101;01015006310102303;010150063101023031;2712;175,812130904608;202112
1;10150;063101;023;04;1;1;1;2;1;2;1;1;1;5;3;0;1;3;1; ; ;1; ; ;1;1;1;2;4;010150063101;01015006310102304;010150063101023041;2712;175,812130904608;202112
1;10150;063101;023;05;1;1;4;3;2;2;2;1;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150063101;01015006310102305;010150063101023051;2712;175,812130904608;202112
1;10150;063101;023;06;1;1;1;2;1;4;1;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150063101;01015006310102306;010150063101023061;2712;175,812130904608;202112
1;10150;063101;023;07;1;1;2;2;2;1;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150063101;01015006310102307;010150063101023071;2712;175,812130904608;202112
1;10150;064102;010;01;1;2;2;2;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150064102;01015006410201001;010150064102010011;2713;93,160178957144;202112
1;10150;064102;010;02;1;2;1;2;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150064102;01015006410201002;010150064102010021;2713;93,160178957144;202112
1;10150;064102;010;04;1;2;2;1;2;2;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150064102;01015006410201004;010150064102010041;2713;93,160178957144;202112
1;10150;064102;010;05;1;2;1;2;2;1;2;1;2;7;5;0;1;1;1; ; ;1; ; ;1;2;1;2;4;010150064102;01015006410201005;010150064102010051;2713;93,160178957144;202112
1;10150;064102;010;05;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1; ; ;1; ; ;1;2;1;2;5;010150064102;01015006410201005;010150064102010052;2713;93,160178957144;202112
1;10150;064102;010;06;1;2;2;1;1;2;1;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150064102;01015006410201006;010150064102010061;2713;93,160178957144;202112
1;10150;064102;010;07;1;2;2;1;2;4;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150064102;01015006410201007;010150064102010071;2713;93,160178957144;202112
1;10150;064102;010;09;1;2;2;1;1;1;1;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150064102;01015006410201009;010150064102010091;2713;93,160178957144;202112
1;10150;065103;010;01;1;1;1;4;2;5;2;3;2;3;2;0;1;1;1; ; ;1; ; ;2;1;1;2;5;010150065103;01015006510301001;010150065103010011;2712;165,470240851396;202112
1;10150;065103;010;03;1;1;2;6;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150065103;01015006510301003;010150065103010031;2712;165,470240851396;202112
1;10150;065103;010;05;1;1;2;6;1;2;1;1;1;1;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150065103;01015006510301005;010150065103010051;2712;165,470240851396;202112
1;10150;065103;010;06;1;1;3;2;1;2;2;1;1;1;0;0;2;1;1; ; ;1; ; ;1;2;1;2;1;010150065103;01015006510301006;010150065103010061;2712;165,470240851396;202112
1;10150;065103;010;07;1;1;2;1;1;2;1;1;1;5;3;0;1;1;2; ; ;1; ; ;1;1;1;2;1;010150065103;01015006510301007;010150065103010071;2712;165,470240851396;202112
1;10150;065103;010;08;1;1;2;6;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150065103;01015006510301008;010150065103010081;2712;165,470240851396;202112
1;10150;065103;010;09;1;1;2;1;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150065103;01015006510301009;010150065103010091;2712;165,470240851396;202112
1;10150;065402;021;01;1;1;2;2;1;2;1;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150065402;01015006540202101;010150065402021011;2712;99,9925860313558;202112
1;10150;065402;021;02;1;1;1;4;1;2;1;1;1;6;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150065402;01015006540202102;010150065402021021;2712;99,9925860313558;202112
1;10150;065402;021;03;1;1;1;2;2;2;1;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150065402;01015006540202103;010150065402021031;2712;99,9925860313558;202112
1;10150;065402;021;04;1;1;1;4;1;1;1;1;1;7;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150065402;01015006540202104;010150065402021041;2712;99,9925860313558;202112
1;10150;065402;021;05;1;1;1;2;2;1;2;1;2;6;4;0;1;2;1; ; ;1; ; ;1;1;1;2;5;010150065402;01015006540202105;010150065402021051;2712;99,9925860313558;202112
1;10150;065402;021;06;1;1;2;1;1;1;1;1;2;3;2;0;1;2;1; ; ;1; ; ;1;1;1;2;1;010150065402;01015006540202106;010150065402021061;2712;99,9925860313558;202112
1;10150;065802;023;01;1;1;1;4;2;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150065802;01015006580202301;010150065802023011;2711;53,0518708677743;202112
1;10150;065802;023;02;1;1;1;4;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;3;010150065802;01015006580202302;010150065802023021;2711;53,0518708677743;202112
1;10150;065802;023;03;1;1;1;4;1;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150065802;01015006580202303;010150065802023031;2711;53,0518708677743;202112
1;10150;065802;023;04;1;1;1;4;2;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150065802;01015006580202304;010150065802023041;2711;53,0518708677743;202112
1;10150;065802;023;06;1;1;1;2;1;2;1;1;1;4;3;1;1;1;1; ; ;1; ; ;1;1;1;2;4;010150065802;01015006580202306;010150065802023061;2711;53,0518708677743;202112
1;10150;065802;023;07;1;1;1;4;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;010150065802;01015006580202307;010150065802023071;2711;53,0518708677743;202112
1;10150;065802;023;08;1;1;2;2;2;2;2;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;3;010150065802;01015006580202308;010150065802023081;2711;53,0518708677743;202112
1;10150;066904;021;01;1;1;1;2;1;1;1;1;1;7;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150066904;01015006690402101;010150066904021011;2711;49,2056142895865;202112
1;10150;066904;021;02;1;1;1;2;2;2;2;1;2;8;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150066904;01015006690402102;010150066904021021;2711;49,2056142895865;202112
1;10150;066904;021;04;1;1;1;2;1;1;1;1;1;6;4;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150066904;01015006690402104;010150066904021041;2711;49,2056142895865;202112
1;10150;066904;021;05;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150066904;01015006690402105;010150066904021051;2711;49,2056142895865;202112
1;10150;066904;021;06;1;1;2;1;1;2;1;1;1;4;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150066904;01015006690402106;010150066904021061;2711;49,2056142895865;202112
1;10150;066904;021;07;1;1;1;4;1;2;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150066904;01015006690402107;010150066904021071;2711;49,2056142895865;202112
1;10150;066904;021;09;1;1;1;4;1;1;1;1;1;6;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150066904;01015006690402109;010150066904021091;2711;49,2056142895865;202112
1;10150;068203;021;01;1;1;1;2;1;1;1;1;1;7;5;0;1;1;1; ; ;1; ; ;1;1;1;2;5;010150068203;01015006820302101;010150068203021011;2712;58,1026130023923;202112
1;10150;068203;021;02;1;1;1;2;1;2;1;1;1;7;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150068203;01015006820302102;010150068203021021;2712;58,1026130023923;202112
1;10150;068203;021;04;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150068203;01015006820302104;010150068203021041;2712;58,1026130023923;202112
1;10150;068203;021;05;1;1;2;2;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150068203;01015006820302105;010150068203021051;2712;58,1026130023923;202112
1;10150;068203;021;06;1;1;2;1;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150068203;01015006820302106;010150068203021061;2712;58,1026130023923;202112
1;10150;068203;021;07;1;1;2;1;1;1;1;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150068203;01015006820302107;010150068203021071;2712;58,1026130023923;202112
1;10150;068203;021;09;1;1;1;4;1;1;1;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;010150068203;01015006820302109;010150068203021091;2712;58,1026130023923;202112
1;10150;068801;021;01;1;1;2;2;1;2;1;1;1;9;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150068801;01015006880102101;010150068801021011;2711;116,958473098352;202112
1;10150;068801;021;02;1;1;1;4;1;1;1;1;1;4;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150068801;01015006880102102;010150068801021021;2711;116,958473098352;202112
1;10150;068801;021;03;1;1;1;4;1;2;1;1;1;6;3;0;1;1;1; ; ;1; ; ;1;1;1;2;3;010150068801;01015006880102103;010150068801021031;2711;116,958473098352;202112
1;10150;068801;021;04;1;1;2;1;2;1;1;1;1;6;4;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150068801;01015006880102104;010150068801021041;2711;116,958473098352;202112
1;10150;068801;021;05;1;1;1;4;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;2;1;1;2;3;010150068801;01015006880102105;010150068801021051;2711;116,958473098352;202112
1;10150;068801;021;06;1;1;2;1;1;1;1;1;1;6;3;0;1;1;1; ; ;1; ; ;1;1;1;2;3;010150068801;01015006880102106;010150068801021061;2711;116,958473098352;202112
1;10150;068801;021;07;1;1;1;4;1;1;1;3;1;8;3;0;1;1;1; ; ;1; ; ;1;1;1;2;3;010150068801;01015006880102107;010150068801021071;2711;116,958473098352;202112
1;10150;069303;010;01;1;1;2;2;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150069303;01015006930301001;010150069303010011;2712;42,7957522035795;202112
1;10150;069303;010;06;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150069303;01015006930301006;010150069303010061;2712;42,7957522035795;202112
1;10150;069303;010;07;1;1;2;2;2;1;1;1;2;3;2;0;1;3;1; ; ;1; ; ;1;1;1;2;1;010150069303;01015006930301007;010150069303010071;2712;42,7957522035795;202112
1;10150;069303;010;08;1;1;2;2;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150069303;01015006930301008;010150069303010081;2712;42,7957522035795;202112
1;10150;069303;010;09;1;1;1;2;2;1;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;010150069303;01015006930301009;010150069303010091;2712;42,7957522035795;202112
1;10150;069303;010;10;1;1;2;6;3;1;3;1;2;4;3;0;1;3;1; ; ;1; ; ;1;1;1;2;5;010150069303;01015006930301010;010150069303010101;2712;42,7957522035795;202112
1;10150;069802;027;02;1;1;2;1;2;2;2;1;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150069802;01015006980202702;010150069802027021;2713;72,2760708806891;202112
1;10150;069802;027;03;1;1;1;4;1;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150069802;01015006980202703;010150069802027031;2713;72,2760708806891;202112
1;10150;069802;027;06;1;1;2;1;2;1;1;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;010150069802;01015006980202706;010150069802027061;2713;72,2760708806891;202112
