area;ciudad;conglomerado;panelm;vivienda;hogar;vi01;vi02;vi03a;vi03b;vi04a;vi04b;vi05a;vi05b;vi06;vi07;vi07a;vi07b;vi08;vi09;vi10;vi101;vi102;vi10a;vi11;vi12;vi13;vi14;estrato;fexp;upm;id_vivienda;id_hogar;periodo
2;71052;900202;99;2;1;3;1;2;1;4;1;1;1;4;3;0;1;1;2;1;;;1;1;1;4;4;721;193;71052900202;7,10529E+15;7,10529E+16;201912
2;71052;900202;99;3;1;3;1;3;2;5;2;1;2;3;2;0;1;1;3;3;2;2;1;1;1;2;4;721;193;71052900202;7,10529E+15;7,10529E+16;201912
2;71052;900202;99;4;1;3;1;1;2;4;2;1;2;4;3;0;1;1;2;1;;;1;1;1;2;4;721;193;71052900202;7,10529E+15;7,10529E+16;201912
2;71052;900202;99;5;1;4;1;3;1;4;1;1;1;4;3;0;1;1;3;3;2;2;1;1;1;4;4;721;193;71052900202;7,10529E+15;7,10529E+16;201912
2;71052;900202;99;6;1;4;1;4;1;5;2;1;2;5;4;0;1;2;2;3;2;2;1;1;1;4;4;721;193;71052900202;7,10529E+15;7,10529E+16;201912
2;71052;900202;99;7;1;3;1;3;2;4;2;1;1;5;4;0;1;1;2;1;;;1;1;1;2;4;721;193;71052900202;7,10529E+15;7,10529E+16;201912
2;71056;900701;6;1;1;3;1;3;1;4;2;1;2;3;2;1;1;1;2;1;;;1;1;1;2;4;722;259;71056900701;7,10569E+15;7,10569E+16;201912
2;71056;900701;6;2;1;3;1;3;1;4;1;2;1;3;2;0;1;3;2;1;;;1;1;1;2;5;722;259;71056900701;7,10569E+15;7,10569E+16;201912
2;71056;900701;6;3;1;3;1;2;2;2;2;3;2;2;1;0;1;1;2;1;;;1;1;1;2;4;722;259;71056900701;7,10569E+15;7,10569E+16;201912
2;71056;900701;6;4;1;1;1;3;1;4;1;1;2;3;2;1;1;1;2;1;;;1;1;1;2;4;722;259;71056900701;7,10569E+15;7,10569E+16;201912
2;71056;900701;6;5;1;1;1;3;3;5;2;1;2;4;3;0;1;1;3;1;;;1;1;1;2;4;722;259;71056900701;7,10569E+15;7,10569E+16;201912
2;71056;900701;6;6;1;1;1;2;1;2;1;1;2;4;3;0;1;1;2;1;;;1;1;1;2;1;722;259;71056900701;7,10569E+15;7,10569E+16;201912
2;71056;900701;6;7;1;3;1;3;2;5;2;5;2;4;3;0;1;1;2;3;1;1;1;1;1;4;4;722;259;71056900701;7,10569E+15;7,10569E+16;201912
1;71250;302;12;1;1;1;2;3;1;2;2;1;1;3;2;0;1;1;1;1;;;1;1;1;2;5;713;344;71250000302;7,125E+15;7,125E+16;201912
1;71250;302;12;2;1;1;1;3;3;4;3;1;2;4;2;1;1;1;1;1;;;1;1;1;2;4;713;344;71250000302;7,125E+15;7,125E+16;201912
1;71250;302;12;3;1;1;2;1;2;4;2;1;2;3;2;0;1;1;1;1;;;1;1;1;2;1;713;344;71250000302;7,125E+15;7,125E+16;201912
1;71250;302;12;4;1;1;2;1;1;2;1;1;1;2;1;1;1;1;1;1;;;1;1;1;2;4;713;344;71250000302;7,125E+15;7,125E+16;201912
1;71250;302;12;5;1;1;2;3;1;2;1;1;1;3;2;0;1;1;1;1;;;1;1;1;2;4;713;344;71250000302;7,125E+15;7,125E+16;201912
1;71250;302;12;6;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1;1;;;1;1;1;2;1;713;344;71250000302;7,125E+15;7,125E+16;201912
1;71250;302;12;7;1;1;3;2;1;4;3;1;3;1;1;0;1;1;1;1;;;1;1;1;2;1;713;344;71250000302;7,125E+15;7,125E+16;201912
1;71250;1603;99;1;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1;1;;;1;1;1;2;4;713;148;71250001603;7,125E+15;7,125E+16;201912
1;71250;1603;99;2;1;1;1;4;1;2;1;1;1;6;5;0;1;1;1;1;;;1;1;1;2;4;713;148;71250001603;7,125E+15;7,125E+16;201912
1;71250;1603;99;4;1;1;2;1;2;2;2;1;1;3;2;0;1;1;1;1;;;1;1;1;2;5;713;148;71250001603;7,125E+15;7,125E+16;201912
1;71250;1603;99;5;1;1;1;3;1;4;1;1;1;4;3;0;1;1;1;1;;;1;1;1;2;4;713;148;71250001603;7,125E+15;7,125E+16;201912
1;71250;1603;99;6;1;1;2;1;2;2;2;1;2;2;1;0;1;1;1;1;;;1;1;1;2;1;713;148;71250001603;7,125E+15;7,125E+16;201912
1;71250;1603;99;7;1;1;1;2;1;5;2;1;2;3;2;1;2;1;1;1;;;1;1;1;2;4;713;148;71250001603;7,125E+15;7,125E+16;201912
1;71250;1603;99;8;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1;1;;;1;1;1;2;1;713;148;71250001603;7,125E+15;7,125E+16;201912
1;71250;3502;99;1;1;1;2;3;2;4;1;1;1;2;1;0;1;1;1;1;;;1;1;1;2;1;713;178;71250003502;7,125E+15;7,125E+16;201912
1;71250;3502;99;2;1;1;2;3;1;2;1;1;1;4;3;0;1;1;1;1;;;1;1;1;2;1;713;178;71250003502;7,125E+15;7,125E+16;201912
1;71250;3502;99;3;1;1;3;3;2;4;2;1;2;2;1;0;1;1;1;1;;;1;2;1;2;1;713;178;71250003502;7,125E+15;7,125E+16;201912
1;71250;3502;99;4;1;1;1;1;2;2;2;1;2;3;2;0;1;1;1;1;;;1;1;1;2;4;713;178;71250003502;7,125E+15;7,125E+16;201912
1;71250;3502;99;5;1;1;3;3;2;4;2;1;2;1;1;0;2;4;1;1;;;1;1;1;2;5;713;178;71250003502;7,125E+15;7,125E+16;201912
1;71250;3502;99;6;1;1;1;3;1;2;3;1;2;2;2;0;1;1;1;1;;;1;1;1;2;4;713;178;71250003502;7,125E+15;7,125E+16;201912
1;71250;3502;99;7;1;1;1;2;1;2;1;1;1;4;2;1;1;1;1;1;;;1;1;1;2;4;713;178;71250003502;7,125E+15;7,125E+16;201912
1;71250;4104;99;1;1;1;1;3;2;5;2;4;2;1;1;0;1;1;1;1;;;2;2;1;1;4;711;143;71250004104;7,125E+15;7,125E+16;201912
1;71250;4104;99;2;1;3;1;3;1;4;1;1;2;2;1;0;1;3;1;1;;;1;3;1;2;4;711;143;71250004104;7,125E+15;7,125E+16;201912
1;71250;4104;99;3;1;1;1;3;1;4;2;1;2;4;3;0;1;1;1;1;;;1;1;1;2;4;711;143;71250004104;7,125E+15;7,125E+16;201912
1;71250;4104;99;4;1;1;1;3;2;4;2;1;3;3;2;0;1;1;1;1;;;1;1;1;2;4;711;143;71250004104;7,125E+15;7,125E+16;201912
1;71250;4104;99;5;1;3;1;3;3;7;3;1;3;4;3;0;1;1;1;1;;;1;1;1;2;4;711;143;71250004104;7,125E+15;7,125E+16;201912
1;71250;4104;99;6;1;3;1;3;1;4;2;1;2;3;2;0;1;1;1;1;;;1;1;1;2;4;711;143;71250004104;7,125E+15;7,125E+16;201912
1;71250;4104;99;7;1;3;1;3;1;4;1;1;1;3;2;0;1;1;1;1;;;1;1;1;2;4;711;143;71250004104;7,125E+15;7,125E+16;201912
1;71250;8001;12;1;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1;1;;;1;1;1;2;1;712;241;71250008001;7,125E+15;7,125E+16;201912
1;71250;8001;12;2;1;1;1;1;2;4;3;1;3;4;3;0;1;1;1;1;;;1;1;1;2;4;712;241;71250008001;7,125E+15;7,125E+16;201912
1;71250;8001;12;3;1;1;2;1;1;2;2;2;2;4;3;0;1;1;1;1;;;1;1;1;2;4;712;241;71250008001;7,125E+15;7,125E+16;201912
1;71250;8001;12;4;1;3;1;1;3;2;3;1;3;3;2;0;2;2;1;1;;;1;1;1;2;4;712;241;71250008001;7,125E+15;7,125E+16;201912
1;71250;8001;12;5;1;3;1;3;1;2;1;1;1;4;3;1;1;1;1;1;;;1;1;1;1;4;712;241;71250008001;7,125E+15;7,125E+16;201912
1;71250;8001;12;6;1;3;1;3;2;4;2;1;1;4;3;0;1;1;1;1;;;1;1;1;2;4;712;241;71250008001;7,125E+15;7,125E+16;201912
1;71250;8001;12;7;1;3;1;2;2;4;2;1;1;3;2;0;1;1;1;1;;;1;1;1;4;2;712;241;71250008001;7,125E+15;7,125E+16;201912
1;71250;8802;12;1;1;1;2;3;1;4;1;1;1;3;2;0;1;1;1;1;;;1;1;1;2;4;713;125;71250008802;7,125E+15;7,125E+16;201912
1;71250;8802;12;2;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1;1;;;1;1;1;1;1;713;125;71250008802;7,125E+15;7,125E+16;201912
1;71250;8802;12;3;1;1;1;3;3;4;2;1;2;2;1;0;1;1;1;1;;;1;1;1;2;4;713;125;71250008802;7,125E+15;7,125E+16;201912
1;71250;8802;12;4;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1;1;;;1;1;1;2;4;713;125;71250008802;7,125E+15;7,125E+16;201912
1;71250;8802;12;5;1;1;2;2;1;5;1;1;1;3;2;0;1;1;1;1;;;1;1;1;2;4;713;125;71250008802;7,125E+15;7,125E+16;201912
1;71250;8802;12;6;1;1;2;1;1;2;1;1;1;5;4;0;1;1;1;1;;;1;1;2;2;4;713;125;71250008802;7,125E+15;7,125E+16;201912
1;71250;8802;12;7;1;1;2;3;3;5;2;2;2;3;2;0;1;1;1;1;;;1;1;1;2;4;713;125;71250008802;7,125E+15;7,125E+16;201912
1;71250;9102;6;1;1;2;1;1;1;2;2;1;1;3;2;0;1;1;1;1;;;1;1;1;2;4;712;379;71250009102;7,125E+15;7,125E+16;201912
1;71250;9102;6;2;1;1;1;3;3;4;3;1;2;2;1;0;1;1;1;1;;;1;1;1;2;4;712;379;71250009102;7,125E+15;7,125E+16;201912
1;71250;9102;6;3;1;3;1;3;2;4;2;1;2;3;3;0;1;1;1;1;;;2;1;1;2;3;712;379;71250009102;7,125E+15;7,125E+16;201912
1;71250;9102;6;4;1;1;1;1;2;2;2;1;2;3;2;0;1;1;1;1;;;1;1;1;2;1;712;379;71250009102;7,125E+15;7,125E+16;201912
1;71250;9102;6;5;1;3;1;3;2;4;2;4;2;2;1;0;1;1;5;7;;;4;3;1;2;4;712;379;71250009102;7,125E+15;7,125E+16;201912
1;71250;9102;6;6;1;1;1;3;2;2;2;1;2;4;3;0;1;1;1;1;;;1;1;1;2;4;712;379;71250009102;7,125E+15;7,125E+16;201912
1;71250;9102;6;7;1;1;1;1;3;4;3;1;2;2;1;0;1;1;1;1;;;1;1;3;2;4;712;379;71250009102;7,125E+15;7,125E+16;201912
2;71250;900103;6;1;1;3;1;3;1;2;1;1;2;5;2;0;1;1;2;1;;;1;1;1;2;4;721;353;71250900103;7,12509E+15;7,12509E+16;201912
2;71250;900103;6;2;1;3;1;3;1;4;1;1;1;3;2;0;1;1;2;1;;;1;1;1;2;4;721;353;71250900103;7,12509E+15;7,12509E+16;201912
2;71250;900103;6;3;1;3;1;3;3;4;2;1;2;2;1;0;1;1;2;1;;;1;1;1;2;4;721;353;71250900103;7,12509E+15;7,12509E+16;201912
2;71250;900103;6;4;1;3;1;3;2;4;2;1;2;4;3;1;1;1;2;1;;;1;1;1;2;4;721;353;71250900103;7,12509E+15;7,12509E+16;201912
2;71250;900103;6;5;1;1;4;3;2;4;2;1;2;2;1;0;1;1;2;3;2;2;1;1;1;2;6;721;353;71250900103;7,12509E+15;7,12509E+16;201912
2;71250;900103;6;6;1;3;1;3;2;5;2;4;2;5;2;0;1;1;2;1;;;1;1;3;4;4;721;353;71250900103;7,12509E+15;7,12509E+16;201912
2;71250;900103;6;7;1;3;1;3;1;4;1;1;2;5;4;0;1;1;2;3;2;2;1;1;1;4;6;721;353;71250900103;7,12509E+15;7,12509E+16;201912
2;71251;202;99;1;1;3;5;3;2;7;3;6;2;2;1;0;1;1;5;1;;;2;3;4;4;4;723;70;71251000202;7,1251E+15;7,1251E+16;201912
2;71251;202;99;2;1;3;1;3;2;4;2;1;1;4;3;0;1;1;1;1;;;1;1;1;2;4;723;70;71251000202;7,1251E+15;7,1251E+16;201912
2;71251;202;99;3;1;3;1;3;2;4;2;1;2;4;3;0;1;1;1;1;;;2;1;1;2;4;723;70;71251000202;7,1251E+15;7,1251E+16;201912
2;71251;202;99;4;1;1;1;3;1;4;1;1;1;3;2;0;1;1;1;1;;;1;1;1;2;1;723;70;71251000202;7,1251E+15;7,1251E+16;201912
2;71251;202;99;6;1;1;1;2;1;2;1;1;1;5;4;0;1;1;1;1;;;1;1;1;2;4;723;70;71251000202;7,1251E+15;7,1251E+16;201912
2;71251;202;99;7;1;1;1;2;1;2;1;1;1;3;2;0;1;1;1;1;;;1;1;1;2;4;723;70;71251000202;7,1251E+15;7,1251E+16;201912
2;71251;202;99;8;1;3;3;3;3;7;3;1;2;1;1;0;2;1;1;1;;;2;2;1;2;5;723;70;71251000202;7,1251E+15;7,1251E+16;201912
2;71252;101;12;1;1;1;1;3;2;5;2;4;2;3;2;0;1;1;2;5;;;1;3;1;2;4;721;110;71252000101;7,1252E+15;7,1252E+16;201912
2;71252;101;12;4;1;1;5;3;2;4;2;5;2;2;2;0;1;1;2;5;;;1;1;1;2;5;721;110;71252000101;7,1252E+15;7,1252E+16;201912
2;71252;101;12;5;1;1;5;3;3;4;3;6;2;1;0;0;2;1;2;5;;;1;1;1;2;4;721;110;71252000101;7,1252E+15;7,1252E+16;201912
2;71252;101;12;6;1;1;5;5;2;4;2;6;2;2;2;0;1;1;2;5;;;2;1;1;2;5;721;110;71252000101;7,1252E+15;7,1252E+16;201912
2;71252;101;12;7;1;1;5;3;3;4;2;5;2;2;1;1;1;1;2;5;;;2;1;1;2;1;721;110;71252000101;7,1252E+15;7,1252E+16;201912
2;71252;101;12;8;1;1;1;3;2;5;3;4;3;2;2;0;2;1;3;5;;;1;1;1;2;4;721;110;71252000101;7,1252E+15;7,1252E+16;201912
2;71252;101;12;9;1;1;4;2;2;4;2;4;2;2;2;0;1;1;2;5;;;1;1;1;2;5;721;110;71252000101;7,1252E+15;7,1252E+16;201912
1;71350;901;6;1;1;1;2;1;1;2;1;1;1;5;4;0;1;1;1;1;;;1;1;1;2;1;713;415;71350000901;7,135E+15;7,135E+16;201912
1;71350;901;6;2;1;1;2;4;1;1;2;3;2;4;3;0;1;1;1;1;;;1;1;1;2;1;713;415;71350000901;7,135E+15;7,135E+16;201912
1;71350;901;6;3;1;1;2;1;1;3;1;1;1;4;3;0;1;1;1;1;;;1;1;1;1;1;713;415;71350000901;7,135E+15;7,135E+16;201912
1;71350;901;6;4;1;1;2;6;1;5;1;4;1;4;3;0;1;1;1;1;;;1;1;1;2;1;713;415;71350000901;7,135E+15;7,135E+16;201912
1;71350;901;6;5;1;1;1;3;3;2;2;5;2;5;3;0;1;1;1;1;;;1;1;1;2;4;713;415;71350000901;7,135E+15;7,135E+16;201912
1;71350;901;6;6;1;1;2;6;2;5;2;3;2;3;2;0;1;1;1;1;;;1;1;1;2;1;713;415;71350000901;7,135E+15;7,135E+16;201912
1;71350;901;6;7;1;1;2;1;1;3;1;1;2;4;3;0;1;1;1;1;;;1;1;1;2;4;713;415;71350000901;7,135E+15;7,135E+16;201912
1;71350;2001;99;1;1;1;1;3;1;2;1;1;1;4;3;1;1;1;1;1;;;1;1;1;2;1;713;750;71350002001;7,135E+15;7,135E+16;201912
1;71350;2001;99;2;1;1;1;3;2;1;2;1;2;5;4;0;1;1;1;1;;;1;1;1;2;4;713;750;71350002001;7,135E+15;7,135E+16;201912
1;71350;2001;99;3;1;1;1;3;1;5;2;1;2;5;3;0;1;1;1;1;;;1;1;1;2;4;713;750;71350002001;7,135E+15;7,135E+16;201912
1;71350;2001;99;4;1;3;1;3;1;1;1;1;1;4;3;0;1;1;1;1;;;1;1;1;2;4;713;750;71350002001;7,135E+15;7,135E+16;201912
1;71350;2001;99;5;1;1;1;2;1;1;1;1;1;4;3;0;1;1;1;1;;;1;1;1;2;1;713;750;71350002001;7,135E+15;7,135E+16;201912
1;71350;2001;99;6;1;1;1;3;2;4;1;1;1;3;2;0;1;1;1;1;;;1;1;1;2;4;713;750;71350002001;7,135E+15;7,135E+16;201912
1;71350;2001;99;7;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1;1;;;1;1;1;2;1;713;750;71350002001;7,135E+15;7,135E+16;201912
2;71350;900201;99;2;1;3;2;1;1;4;1;1;1;5;3;0;1;1;2;1;;;1;1;1;4;4;722;123;71350900201;7,13509E+15;7,13509E+16;201912
2;71350;900201;99;3;1;1;1;2;3;1;2;2;1;4;2;0;1;1;2;3;2;2;1;1;1;4;4;722;123;71350900201;7,13509E+15;7,13509E+16;201912
2;71350;900201;99;4;1;3;1;2;1;4;1;1;2;5;3;0;1;1;2;3;2;2;1;1;1;4;4;722;123;71350900201;7,13509E+15;7,13509E+16;201912
2;71350;900201;99;5;1;3;1;3;2;1;2;1;2;4;3;0;1;1;2;1;;;1;1;1;2;4;722;123;71350900201;7,13509E+15;7,13509E+16;201912
2;71350;900201;99;6;1;1;1;3;2;2;1;1;3;3;2;1;1;1;2;3;2;2;1;1;1;2;4;722;123;71350900201;7,13509E+15;7,13509E+16;201912
2;71350;900201;99;9;1;1;1;3;1;1;1;1;1;4;3;0;1;1;2;1;;;1;1;1;2;4;722;123;71350900201;7,13509E+15;7,13509E+16;201912
2;71350;900201;99;10;1;1;1;2;2;1;2;1;2;3;2;0;1;1;2;3;2;2;2;1;1;2;4;722;123;71350900201;7,13509E+15;7,13509E+16;201912
2;71356;102;12;1;1;1;1;3;3;1;3;1;2;3;2;0;1;1;1;1;;;1;1;1;2;4;723;58;71356000102;7,1356E+15;7,1356E+16;201912
2;71356;102;12;2;1;1;1;3;2;1;3;1;2;5;3;1;1;1;1;1;;;1;1;1;2;4;723;58;71356000102;7,1356E+15;7,1356E+16;201912
2;71356;102;12;3;1;1;1;3;3;2;1;1;2;4;3;0;1;1;1;1;;;1;1;1;2;4;723;58;71356000102;7,1356E+15;7,1356E+16;201912
2;71356;102;12;4;1;1;2;3;1;1;1;1;1;3;2;0;1;1;1;1;;;1;1;1;2;4;723;58;71356000102;7,1356E+15;7,1356E+16;201912
2;71356;102;12;5;1;1;1;3;2;4;1;1;1;3;2;0;1;1;1;1;;;1;1;1;2;4;723;58;71356000102;7,1356E+15;7,1356E+16;201912
2;71356;102;12;6;1;1;1;3;1;2;2;1;1;3;2;0;1;1;1;1;;;1;1;1;2;3;723;58;71356000102;7,1356E+15;7,1356E+16;201912
2;71356;102;12;7;1;1;2;3;2;1;3;1;2;4;2;0;1;1;1;1;;;1;1;1;2;4;723;58;71356000102;7,1356E+15;7,1356E+16;201912
2;71358;900402;12;1;1;1;2;6;2;2;1;1;1;3;2;0;1;1;2;1;;;1;1;1;2;5;722;136;71358900402;7,13589E+15;7,13589E+16;201912
2;71358;900402;12;2;1;1;1;4;3;5;3;1;1;2;1;0;1;4;2;1;;;2;3;1;1;4;722;136;71358900402;7,13589E+15;7,13589E+16;201912
2;71358;900402;12;3;1;1;1;3;1;4;1;1;1;3;2;0;1;1;2;3;2;2;1;1;1;2;4;722;136;71358900402;7,13589E+15;7,13589E+16;201912
2;71358;900402;12;4;1;1;1;3;1;5;1;1;1;5;4;0;1;1;1;3;2;2;1;1;1;2;4;722;136;71358900402;7,13589E+15;7,13589E+16;201912
2;71358;900402;12;5;1;1;2;3;1;5;2;1;1;3;2;0;1;1;1;2;2;2;1;1;1;2;5;722;136;71358900402;7,13589E+15;7,13589E+16;201912
2;71358;900402;12;6;1;2;2;6;1;4;1;1;1;2;1;0;1;1;1;3;2;2;1;2;1;2;5;722;136;71358900402;7,13589E+15;7,13589E+16;201912
2;71358;900402;12;7;1;1;2;2;1;5;1;1;1;4;3;0;1;1;1;3;2;2;2;2;1;2;4;722;136;71358900402;7,13589E+15;7,13589E+16;201912
2;71359;900102;99;1;1;3;1;3;1;5;2;1;2;5;4;0;1;1;3;3;2;1;1;1;1;2;4;721;103;71359900102;7,13599E+15;7,13599E+16;201912
2;71359;900102;99;2;1;3;1;4;3;5;3;1;3;5;4;0;1;1;2;3;2;2;1;1;1;3;4;721;103;71359900102;7,13599E+15;7,13599E+16;201912
2;71359;900102;99;3;1;3;1;3;2;4;2;1;2;5;4;0;1;1;2;3;2;1;1;1;1;2;4;721;103;71359900102;7,13599E+15;7,13599E+16;201912
2;71359;900102;99;4;1;3;1;3;2;2;1;1;1;5;4;0;1;1;1;3;2;1;1;1;1;2;4;721;103;71359900102;7,13599E+15;7,13599E+16;201912
2;71359;900102;99;5;1;3;1;3;1;4;1;1;1;5;3;0;1;1;2;3;2;2;1;1;1;4;4;721;103;71359900102;7,13599E+15;7,13599E+16;201912
2;71359;900102;99;6;1;3;1;3;3;5;3;1;2;2;2;0;1;2;5;3;2;2;1;3;3;4;4;721;103;71359900102;7,13599E+15;7,13599E+16;201912
2;71359;900102;99;7;1;3;1;3;2;5;2;1;2;5;3;0;1;1;2;3;2;2;1;1;1;2;4;721;103;71359900102;7,13599E+15;7,13599E+16;201912
1;80150;702;6;1;1;1;1;3;3;4;2;1;2;4;2;0;1;1;2;1;;;2;1;1;2;4;813;450;80150000702;8,015E+15;8,015E+16;201912
1;80150;702;6;2;1;1;1;3;2;4;2;1;1;4;3;0;1;1;1;1;;;1;1;1;2;4;813;450;80150000702;8,015E+15;8,015E+16;201912
1;80150;702;6;3;1;1;5;3;3;5;2;5;2;2;1;0;1;1;2;1;;;2;1;1;2;4;813;450;80150000702;8,015E+15;8,015E+16;201912
1;80150;702;6;4;1;1;1;3;3;5;3;1;2;5;4;0;1;1;1;1;;;1;1;1;2;4;813;450;80150000702;8,015E+15;8,015E+16;201912
1;80150;702;6;5;1;1;1;3;1;4;2;1;3;4;2;0;1;3;2;1;;;2;1;1;2;4;813;450;80150000702;8,015E+15;8,015E+16;201912
1;80150;702;6;6;1;1;1;3;1;2;1;1;1;3;2;0;1;1;1;1;;;1;1;1;2;4;813;450;80150000702;8,015E+15;8,015E+16;201912
1;80150;702;6;7;1;1;1;3;1;4;2;1;1;5;2;0;1;1;1;1;;;1;1;1;2;4;813;450;80150000702;8,015E+15;8,015E+16;201912
1;80150;1704;99;1;1;1;1;3;3;2;3;1;2;3;2;0;1;1;1;1;;;1;1;1;2;4;812;323;80150001704;8,015E+15;8,015E+16;201912
1;80150;1704;99;2;1;2;1;3;1;4;3;2;3;3;3;0;1;1;1;1;;;1;3;1;2;4;812;323;80150001704;8,015E+15;8,015E+16;201912
1;80150;1704;99;3;1;1;1;3;2;1;3;2;1;3;3;0;1;1;1;1;;;1;1;1;2;4;812;323;80150001704;8,015E+15;8,015E+16;201912
1;80150;1704;99;4;1;1;1;3;2;5;2;1;2;2;1;0;1;1;1;1;;;1;1;1;2;4;812;323;80150001704;8,015E+15;8,015E+16;201912
1;80150;1704;99;5;1;1;1;3;2;5;2;1;2;4;2;0;1;1;1;1;;;1;1;1;2;4;812;323;80150001704;8,015E+15;8,015E+16;201912
1;80150;1704;99;7;1;1;4;3;2;7;3;1;3;1;0;0;2;1;2;1;;;2;3;1;2;4;812;323;80150001704;8,015E+15;8,015E+16;201912
1;80150;1704;99;8;1;1;1;3;2;4;2;1;2;4;3;0;1;1;1;1;;;1;1;1;2;4;812;323;80150001704;8,015E+15;8,015E+16;201912
1;80150;1901;6;1;1;1;2;3;1;2;1;3;1;4;2;0;1;1;1;1;;;1;1;1;2;4;812;149;80150001901;8,015E+15;8,015E+16;201912
1;80150;1901;6;2;1;1;1;3;2;4;3;1;1;2;1;0;1;1;1;1;;;1;1;1;2;4;812;149;80150001901;8,015E+15;8,015E+16;201912
1;80150;1901;6;3;1;1;1;3;2;4;2;1;2;4;3;0;1;1;1;1;;;1;1;1;2;4;812;149;80150001901;8,015E+15;8,015E+16;201912
1;80150;1901;6;4;1;1;2;3;2;5;2;1;2;2;1;0;1;1;1;1;;;1;1;1;2;1;812;149;80150001901;8,015E+15;8,015E+16;201912
1;80150;1901;6;5;1;1;1;3;3;2;1;1;2;6;3;0;1;1;1;1;;;1;1;1;2;4;812;149;80150001901;8,015E+15;8,015E+16;201912
1;80150;1901;6;6;1;1;1;3;2;5;2;1;1;6;5;0;1;1;1;1;;;1;1;1;2;4;812;149;80150001901;8,015E+15;8,015E+16;201912
1;80150;1901;6;7;1;1;1;3;2;4;2;1;2;5;2;0;1;1;1;1;;;1;1;1;1;4;812;149;80150001901;8,015E+15;8,015E+16;201912
1;80150;3405;6;1;1;1;1;3;1;4;1;1;1;4;3;0;1;1;1;1;;;1;1;1;2;4;812;868;80150003405;8,015E+15;8,015E+16;201912
1;80150;3405;6;2;1;1;2;3;2;4;2;1;2;1;0;0;2;1;1;1;;;2;1;1;2;5;812;868;80150003405;8,015E+15;8,015E+16;201912
1;80150;3405;6;3;1;1;1;3;1;2;1;1;1;3;2;0;1;3;1;1;;;1;1;1;2;4;812;868;80150003405;8,015E+15;8,015E+16;201912
1;80150;3405;6;4;1;1;1;3;2;4;2;1;2;4;3;0;1;1;1;1;;;1;1;1;1;4;812;868;80150003405;8,015E+15;8,015E+16;201912
1;80150;3405;6;5;1;1;1;3;2;4;2;1;2;4;3;0;1;1;1;1;;;1;1;1;2;5;812;868;80150003405;8,015E+15;8,015E+16;201912
1;80150;3405;6;6;1;1;1;1;1;2;1;1;1;5;4;0;1;1;1;1;;;1;1;1;2;4;812;868;80150003405;8,015E+15;8,015E+16;201912
1;80150;3405;6;7;1;1;1;3;2;4;2;1;2;4;3;0;1;1;1;1;;;1;1;1;2;4;812;868;80150003405;8,015E+15;8,015E+16;201912
1;80150;3506;6;1;1;2;1;3;2;4;2;1;2;6;3;0;1;1;1;1;;;1;1;1;2;4;812;918;80150003506;8,015E+15;8,015E+16;201912
1;80150;3506;6;2;1;3;2;3;2;4;2;1;2;3;2;0;1;1;1;1;;;1;1;1;2;4;812;918;80150003506;8,015E+15;8,015E+16;201912
1;80150;3506;6;3;1;1;1;3;2;5;2;1;2;3;2;0;1;1;1;1;;;1;1;1;2;5;812;918;80150003506;8,015E+15;8,015E+16;201912
1;80150;3506;6;4;1;1;1;1;2;2;2;1;2;3;0;1;1;1;1;1;;;1;1;2;4;3;812;918;80150003506;8,015E+15;8,015E+16;201912
1;80150;3506;6;5;1;1;1;2;2;4;2;1;2;2;2;0;1;3;1;1;;;1;1;1;2;4;812;918;80150003506;8,015E+15;8,015E+16;201912
1;80150;3506;6;6;1;1;1;6;2;4;2;1;2;2;1;0;1;1;1;1;;;1;1;1;2;4;812;918;80150003506;8,015E+15;8,015E+16;201912
1;80150;3506;6;7;1;1;1;3;2;4;2;1;3;5;3;1;1;1;1;1;;;1;1;1;2;4;812;918;80150003506;8,015E+15;8,015E+16;201912
1;80150;3603;99;1;1;1;1;3;2;2;1;2;2;2;2;0;1;1;1;1;;;1;1;1;2;4;812;767;80150003603;8,015E+15;8,015E+16;201912
1;80150;3603;99;2;1;1;1;3;3;4;2;1;2;4;3;0;1;1;1;1;;;1;1;1;2;4;812;767;80150003603;8,015E+15;8,015E+16;201912
1;80150;3603;99;3;1;1;1;3;2;2;2;1;2;3;2;0;1;1;1;1;;;1;1;1;2;5;812;767;80150003603;8,015E+15;8,015E+16;201912
1;80150;3603;99;4;1;1;1;3;1;2;1;1;1;2;2;0;1;1;1;1;;;1;1;1;2;5;812;767;80150003603;8,015E+15;8,015E+16;201912
1;80150;3603;99;5;1;1;1;3;2;4;3;1;2;3;2;0;1;1;1;1;;;1;1;1;2;4;812;767;80150003603;8,015E+15;8,015E+16;201912
1;80150;3603;99;6;1;1;1;3;2;4;2;2;2;3;3;0;1;1;1;1;;;2;3;1;2;4;812;767;80150003603;8,015E+15;8,015E+16;201912
1;80150;3603;99;7;1;1;1;3;1;4;1;1;1;3;2;0;1;1;1;1;;;1;1;1;2;4;812;767;80150003603;8,015E+15;8,015E+16;201912
